Image Number,Image,Predication Number,Label Name,Confidence,Pixel Area Mask,cm Area Mask,Pixel Length,cm Length ,Pixel Width,cm Width ,Box Rotation Degrees,Validation Number,Pixel Area Validation,cm Area Validaiton,Pixel Length Validation,Pixel Width Validation,Box Rotation Degrees Validation,Pixel Area Accuracy %,Pixel Length Accuracy %,Pixel Width Accuracy %,Box Rotation Degrees Accuracy %,IOU %,Prediction,Validation,Prediction & Validation,Predication No Validation,Validation No Predication
452,NSW520263,1,fullLeaf,95,40351,44.83,328,10.93,178,5.93,116,,,,,,,,,,,,1,0,0,0,0
288,NSW243564,3,fullLeaf,91,39948,44.39,384,12.8,165,5.5,149,,,,,,,,,,,,1,0,0,1,0
637,NSW528889,3,fullLeaf,96,39942,44.38,326,10.87,166,5.53,144,,,,,,,,,,,,1,0,0,0,0
618,NSW528862,5,fullLeaf,87,39889,44.32,298,9.93,192,6.4,85,,,,,,,,,,,,1,0,0,0,0
1218,NSW942537,2,fullLeaf,80,39885,44.32,390,13,143,4.77,1,,,,,,,,,,,,1,0,0,0,0
974,NSW728429,1,fullLeaf,98,39754,44.17,328,10.93,173,5.77,44,,,,,,,,,,,,1,0,0,0,0
970,NSW699150,2,fullLeaf,88,39736,44.15,284,9.47,198,6.6,68,,,,,,,,,,,,1,0,0,0,0
571,NSW528788,3,fullLeaf,77,39679,44.09,308,10.27,179,5.97,145,1,40449,44,366,175,148,98,84,102,98,93,1,1,1,0,0
505,NSW528137,1,fullLeaf,93,39467,43.85,324,10.8,175,5.83,72,,,,,,,,,,,,1,0,0,0,0
755,NSW529088,1,fullLeaf,95,39318,43.69,370,12.33,151,5.03,51,,,,,,,,,,,,1,0,0,0,0
668,NSW528930,1,fullLeaf,74,39305,43.67,324,10.8,189,6.3,33,,,,,,,,,,,,1,0,0,0,0
662,NSW528920,1,fullLeaf,95,39248,43.61,256,8.53,214,7.13,40,,,,,,,,,,,,1,0,0,0,0
918,NSW533056,2,fullLeaf,96,39232,43.59,304,10.13,177,5.9,50,,,,,,,,,,,,1,0,0,0,0
858,NSW529847,1,fullLeaf,92,39020,43.36,322,10.73,177,5.9,139,,,,,,,,,,,,1,0,0,0,0
566,NSW528783,9,fullLeaf,83,38901,43.22,372,12.4,143,4.77,4,,,,,,,,,,,,1,0,0,0,0
976,NSW732417,1,fullLeaf,97,38758,43.06,314,10.47,171,5.7,19,,,,,,,,,,,,1,0,0,0,0
1065,NSW833596,3,fullLeaf,92,38621,42.91,378,12.6,152,5.07,90,,,,,,,,,,,,1,0,0,0,0
1218,NSW942537,3,fullLeaf,74,38623,42.91,382,12.73,137,4.57,28,,,,,,,,,,,,1,0,0,0,0
1083,NSW834930,3,fullLeaf,91,38589,42.88,326,10.87,156,5.2,6,,,,,,,,,,,,1,0,0,0,0
513,NSW528145,1,fullLeaf,98,38558,42.84,348,11.6,157,5.23,18,,,,,,,,,,,,1,0,0,0,0
1194,NSW931039,1,fullLeaf,98,38529,42.81,438,14.6,128,4.27,132,,,,,,,,,,,,1,0,0,0,0
1134,NSW836118,1,fullLeaf,96,38523,42.8,300,10,183,6.1,144,,,,,,,,,,,,1,0,0,0,0
974,NSW728429,3,fullLeaf,87,38365,42.63,358,11.93,163,5.43,137,,,,,,,,,,,,1,0,0,0,0
915,NSW533053,8,fullLeaf,71,38346,42.61,268,8.93,193,6.43,148,,,,,,,,,,,,1,0,0,0,0
573,NSW528791,2,fullLeaf,97,38273,42.53,338,11.27,155,5.17,2,,,,,,,,,,,,1,0,0,0,0
1135,NSW836120,4,fullLeaf,88,38119,42.35,370,12.33,155,5.17,142,,,,,,,,,,,,1,0,0,0,0
637,NSW528889,4,fullLeaf,96,38099,42.33,346,11.53,171,5.7,154,,,,,,,,,,,,1,0,0,0,0
271,NSW208209,5,fullLeaf,83,38084,42.32,488,16.27,124,4.13,79,,,,,,,,,,,,1,0,0,0,0
929,NSW533070,1,fullLeaf,89,37944,42.16,312,10.4,188,6.27,111,,,,,,,,,,,,1,0,0,0,0
1196,NSW931042,5,fullLeaf,80,37846,42.05,334,11.13,191,6.37,127,,,,,,,,,,,,1,0,0,0,0
468,NSW528097,1,fullLeaf,90,37770,41.97,310,10.33,185,6.17,104,,,,,,,,,,,,1,0,0,0,0
914,NSW533052,5,fullLeaf,88,37723,41.91,332,11.07,161,5.37,1,,,,,,,,,,,,1,0,0,0,0
1217,NSW942536,4,fullLeaf,90,37421,41.58,320,10.67,187,6.23,48,,,,,,,,,,,,1,0,0,0,0
436,NSW496246,2,fullLeaf,97,37391,41.55,384,12.8,174,5.8,153,,,,,,,,,,,,1,0,0,0,0
572,NSW528790,4,fullLeaf,90,37380,41.53,386,12.87,137,4.57,9,,,,,,,,,,,,1,0,0,0,0
505,NSW528137,6,fullLeaf,75,37245,41.38,344,11.47,154,5.13,1,,,,,,,,,,,,1,0,0,0,0
1179,NSW920756,1,fullLeaf,83,37226,41.36,302,10.07,180,6,109,,,,,,,,,,,,1,0,0,0,0
512,NSW528144,2,fullLeaf,94,37177,41.31,316,10.53,146,4.87,8,,,,,,,,,,,,1,0,0,0,0
1074,NSW833662,4,fullLeaf,89,37167,41.3,316,10.53,197,6.57,117,,,,,,,,,,,,1,0,0,0,0
778,NSW529167,3,fullLeaf,87,36752,40.84,370,12.33,153,5.1,154,,,,,,,,,,,,1,0,0,0,0
875,NSW529880,1,fullLeaf,98,36564,40.63,316,10.53,164,5.47,114,,,,,,,,,,,,1,0,0,0,0
1076,NSW833664,1,fullLeaf,84,36513,40.57,342,11.4,158,5.27,12,,,,,,,,,,,,1,0,0,0,0
1035,NSW805317,1,fullLeaf,98,36400,40.44,368,12.27,131,4.37,0,,,,,,,,,,,,1,0,0,0,0
914,NSW533052,6,fullLeaf,86,36386,40.43,264,8.8,182,6.07,24,,,,,,,,,,,,1,0,0,0,0
288,NSW243564,4,fullLeaf,78,36183,40.2,282,9.4,172,5.73,49,,,,,,,,,,,,1,0,0,1,0
1151,NSW844335,2,fullLeaf,92,36115,40.13,310,10.33,216,7.2,29,,,,,,,,,,,,1,0,0,1,0
791,NSW529184,2,fullLeaf,80,36085,40.09,282,9.4,189,6.3,148,,,,,,,,,,,,1,0,0,0,0
916,NSW533054,5,fullLeaf,80,36022,40.02,296,9.87,200,6.67,75,,,,,,,,,,,,1,0,0,0,0
527,NSW528396,1,fullLeaf,98,35873,39.86,338,11.27,151,5.03,9,,,,,,,,,,,,1,0,0,0,0
916,NSW533054,4,fullLeaf,87,35864,39.85,344,11.47,155,5.17,142,,,,,,,,,,,,1,0,0,0,0
1075,NSW833663,1,fullLeaf,98,35791,39.77,378,12.6,137,4.57,157,1,36792,40,398,135,159,97,95,101,99,97,1,1,1,0,0
665,NSW528925,1,fullLeaf,89,35721,39.69,316,10.53,172,5.73,77,,,,,,,,,,,,1,0,0,0,0
844,NSW529613,3,fullLeaf,87,35628,39.59,248,8.27,195,6.5,30,,,,,,,,,,,,1,0,0,0,0
507,NSW528139,1,fullLeaf,94,35434,39.37,340,11.33,155,5.17,17,,,,,,,,,,,,1,0,0,0,0
526,NSW528395,2,fullLeaf,92,35395,39.33,316,10.53,174,5.8,118,,,,,,,,,,,,1,0,0,0,0
267,NSW200362,5,fullLeaf,90,35381,39.31,324,10.8,180,6,47,,,,,,,,,,,,1,0,0,0,0
509,NSW528141,4,fullLeaf,70,35358,39.29,240,8,240,8,359,,,,,,,,,,,,1,0,0,0,0
1174,NSW898992,1,fullLeaf,87,35345,39.27,280,9.33,171,5.7,41,,,,,,,,,,,,1,0,0,0,0
575,NSW528793,1,fullLeaf,96,35209,39.12,298,9.93,162,5.4,11,,,,,,,,,,,,1,0,0,0,0
586,NSW528814,3,fullLeaf,74,35197,39.11,278,9.27,190,6.33,155,,,,,,,,,,,,1,0,0,0,0
1133,NSW836117,3,fullLeaf,90,34806,38.67,280,9.33,172,5.73,95,,,,,,,,,,,,1,0,0,0,0
88,NSW129502,3,fullLeaf,95,34779,38.64,286,9.53,179,5.97,123,,,,,,,,,,,,1,0,0,0,0
513,NSW528145,2,fullLeaf,98,34763,38.63,346,11.53,144,4.8,124,,,,,,,,,,,,1,0,0,0,0
1087,NSW834938,2,fullLeaf,94,34762,38.62,266,8.87,184,6.13,125,,,,,,,,,,,,1,0,0,0,0
638,NSW528890,1,fullLeaf,98,34484,38.32,324,10.8,149,4.97,10,,,,,,,,,,,,1,0,0,0,0
1162,NSW870112,2,fullLeaf,87,34458,38.29,224,7.47,201,6.7,359,,,,,,,,,,,,1,0,0,0,0
34,NSW129349,4,fullLeaf,87,34448,38.28,324,10.8,153,5.1,3,,,,,,,,,,,,1,0,0,0,0
290,NSW245231,3,fullLeaf,88,34341,38.16,410,13.67,120,4,8,,,,,,,,,,,,1,0,0,0,0
578,NSW528796,3,fullLeaf,92,34346,38.16,320,10.67,142,4.73,101,,,,,,,,,,,,1,0,0,1,0
430,NSW48275,1,fullLeaf,95,34189,37.99,328,10.93,145,4.83,1,,,,,,,,,,,,1,0,0,0,0
1026,NSW805307,2,fullLeaf,78,34113,37.9,308,10.27,163,5.43,61,,,,,,,,,,,,1,0,0,0,0
290,NSW245231,2,fullLeaf,92,34101,37.89,388,12.93,119,3.97,118,,,,,,,,,,,,1,0,0,0,0
783,NSW529174,1,fullLeaf,94,34090,37.88,290,9.67,162,5.4,157,,,,,,,,,,,,1,0,0,0,0
972,NSW699198,1,fullLeaf,90,34093,37.88,342,11.4,156,5.2,148,,,,,,,,,,,,1,0,0,0,0
1052,NSW809724,6,fullLeaf,78,34054,37.84,388,12.93,126,4.2,139,,,,,,,,,,,,1,0,0,0,0
267,NSW200362,6,fullLeaf,75,34042,37.82,350,11.67,158,5.27,69,,,,,,,,,,,,1,0,0,0,0
271,NSW208209,4,fullLeaf,85,34036,37.82,302,10.07,186,6.2,50,,,,,,,,,,,,1,0,0,0,0
271,NSW208209,3,fullLeaf,92,33908,37.68,376,12.53,122,4.07,63,,,,,,,,,,,,1,0,0,0,0
877,NSW529882,1,fullLeaf,98,33848,37.61,310,10.33,148,4.93,132,,,,,,,,,,,,1,0,0,0,0
946,NSW622570,3,fullLeaf,84,33776,37.53,276,9.2,175,5.83,73,,,,,,,,,,,,1,0,0,0,0
466,NSW528095,1,fullLeaf,96,33640,37.38,304,10.13,163,5.43,105,,,,,,,,,,,,1,0,0,0,0
1133,NSW836117,4,fullLeaf,88,33605,37.34,278,9.27,178,5.93,39,,,,,,,,,,,,1,0,0,0,0
785,NSW529177,2,fullLeaf,81,33587,37.32,320,10.67,159,5.3,28,,,,,,,,,,,,1,0,0,0,0
914,NSW533052,7,fullLeaf,71,33589,37.32,272,9.07,199,6.63,77,,,,,,,,,,,,1,0,0,0,0
858,NSW529847,2,fullLeaf,80,33578,37.31,296,9.87,177,5.9,129,,,,,,,,,,,,1,0,0,0,0
563,NSW528780,4,fullLeaf,83,33550,37.28,254,8.47,185,6.17,1,,,,,,,,,,,,1,0,0,0,0
933,NSW533074,1,fullLeaf,97,33556,37.28,292,9.73,165,5.5,129,,,,,,,,,,,,1,0,0,0,0
527,NSW528396,5,fullLeaf,94,33536,37.26,334,11.13,157,5.23,101,,,,,,,,,,,,1,0,0,0,0
505,NSW528137,5,fullLeaf,85,33527,37.25,314,10.47,170,5.67,121,,,,,,,,,,,,1,0,0,0,0
262,NSW200105,5,fullLeaf,94,33380,37.09,330,11,142,4.73,148,,,,,,,,,,,,1,0,0,0,0
1092,NSW835278,2,fullLeaf,95,33338,37.04,288,9.6,157,5.23,142,,,,,,,,,,,,1,0,0,0,0
1126,NSW836080,1,fullLeaf,91,33260,36.96,374,12.47,122,4.07,90,,,,,,,,,,,,1,0,0,0,0
635,NSW528887,2,fullLeaf,91,33201,36.89,274,9.13,181,6.03,40,,,,,,,,,,,,1,0,0,0,0
455,NSW520406,2,fullLeaf,73,33166,36.85,310,10.33,155,5.17,118,,,,,,,,,,,,1,0,0,0,0
1170,NSW892756,1,fullLeaf,97,33091,36.77,294,9.8,156,5.2,0,,,,,,,,,,,,1,0,0,0,0
309,NSW267176,3,fullLeaf,75,33058,36.73,266,8.87,186,6.2,128,,,,,,,,,,,,1,0,0,0,0
1145,NSW842467,1,fullLeaf,90,33053,36.73,312,10.4,156,5.2,159,,,,,,,,,,,,1,0,0,0,0
526,NSW528395,3,fullLeaf,91,33019,36.69,246,8.2,185,6.17,146,,,,,,,,,,,,1,0,0,0,0
527,NSW528396,4,fullLeaf,94,33024,36.69,326,10.87,146,4.87,116,,,,,,,,,,,,1,0,0,0,0
276,NSW208697,2,fullLeaf,96,32921,36.58,258,8.6,175,5.83,15,,,,,,,,,,,,1,0,0,0,0
790,NSW529183,2,fullLeaf,76,32914,36.57,244,8.13,173,5.77,115,,,,,,,,,,,,1,0,0,0,0
309,NSW267176,2,fullLeaf,78,32862,36.51,222,7.4,221,7.37,359,,,,,,,,,,,,1,0,0,0,0
571,NSW528788,1,fullLeaf,90,32781,36.42,296,9.87,157,5.23,18,,,,,,,,,,,,1,0,0,1,0
1134,NSW836118,3,fullLeaf,89,32721,36.36,258,8.6,169,5.63,26,,,,,,,,,,,,1,0,0,0,0
955,NSW669009,1,fullLeaf,95,32655,36.28,306,10.2,147,4.9,141,,,,,,,,,,,,1,0,0,0,0
758,NSW529091,1,fullLeaf,95,32566,36.18,312,10.4,151,5.03,58,,,,,,,,,,,,1,0,0,0,0
259,NSW14536,1,fullLeaf,94,32470,36.08,294,9.8,155,5.17,38,,,,,,,,,,,,1,0,0,0,0
88,NSW129502,2,fullLeaf,98,32445,36.05,270,9,166,5.53,155,,,,,,,,,,,,1,0,0,0,0
618,NSW528862,2,fullLeaf,92,32346,35.94,254,8.47,175,5.83,152,,,,,,,,,,,,1,0,0,0,0
1067,NSW833598,1,fullLeaf,97,32345,35.94,328,10.93,150,5,19,,,,,,,,,,,,1,0,0,1,0
447,NSW506907,2,fullLeaf,98,32307,35.9,334,11.13,132,4.4,18,,,,,,,,,,,,1,0,0,0,0
1035,NSW805317,2,fullLeaf,97,32258,35.84,320,10.67,150,5,145,,,,,,,,,,,,1,0,0,0,0
1003,NSW784565,2,fullLeaf,82,32243,35.83,280,9.33,166,5.53,14,,,,,,,,,,,,1,0,0,0,0
1074,NSW833662,3,fullLeaf,93,32249,35.83,372,12.4,143,4.77,162,,,,,,,,,,,,1,0,0,0,0
643,NSW528895,1,fullLeaf,99,32175,35.75,356,11.87,130,4.33,154,,,,,,,,,,,,1,0,0,0,0
785,NSW529177,4,fullLeaf,70,32149,35.72,284,9.47,156,5.2,0,,,,,,,,,,,,1,0,0,0,0
1004,NSW78537,2,fullLeaf,87,32124,35.69,284,9.47,158,5.27,111,,,,,,,,,,,,1,0,0,0,0
1092,NSW835278,1,fullLeaf,95,32118,35.69,260,8.67,173,5.77,121,,,,,,,,,,,,1,0,0,0,0
957,NSW673012,1,fullLeaf,91,32011,35.57,232,7.73,189,6.3,44,,,,,,,,,,,,1,0,0,0,0
945,NSW615984,1,fullLeaf,96,31972,35.52,292,9.73,152,5.07,29,,,,,,,,,,,,1,0,0,0,0
1047,NSW805329,1,fullLeaf,98,31943,35.49,286,9.53,158,5.27,16,,,,,,,,,,,,1,0,0,0,0
1024,NSW805304,3,fullLeaf,90,31889,35.43,312,10.4,148,4.93,112,2,31824,35,326,148,114,100,96,100,98,96,1,1,1,0,0
783,NSW529174,5,fullLeaf,88,31871,35.41,288,9.6,153,5.1,130,,,,,,,,,,,,1,0,0,0,0
383,NSW387325,1,fullLeaf,94,31682,35.2,292,9.73,155,5.17,22,,,,,,,,,,,,1,0,0,0,0
1,NSW1001008,1,fullLeaf,93,31637,35.15,340,11.33,137,4.57,137,,,,,,,,,,,,1,0,0,0,0
466,NSW528095,2,fullLeaf,96,31498,35,286,9.53,149,4.97,151,,,,,,,,,,,,1,0,0,0,0
507,NSW528139,3,fullLeaf,88,31491,34.99,322,10.73,154,5.13,48,,,,,,,,,,,,1,0,0,0,0
578,NSW528796,2,fullLeaf,92,31475,34.97,320,10.67,144,4.8,38,1,32929,36,342,139,40,96,94,104,95,94,1,1,1,0,0
618,NSW528862,3,fullLeaf,89,31464,34.96,262,8.73,172,5.73,34,,,,,,,,,,,,1,0,0,0,0
1073,NSW833661,5,fullLeaf,82,31447,34.94,300,10,147,4.9,109,,,,,,,,,,,,1,0,0,0,0
1201,NSW933577,2,fullLeaf,88,31441,34.93,274,9.13,179,5.97,49,,,,,,,,,,,,1,0,0,0,0
635,NSW528887,3,fullLeaf,91,31399,34.89,284,9.47,146,4.87,132,,,,,,,,,,,,1,0,0,0,0
466,NSW528095,3,fullLeaf,80,31389,34.88,302,10.07,149,4.97,2,,,,,,,,,,,,1,0,0,0,0
945,NSW615984,2,fullLeaf,94,31393,34.88,272,9.07,151,5.03,16,,,,,,,,,,,,1,0,0,0,0
1051,NSW806915,2,fullLeaf,77,31388,34.88,270,9,169,5.63,118,,,,,,,,,,,,1,0,0,0,0
505,NSW528137,2,fullLeaf,91,31377,34.86,378,12.6,136,4.53,117,,,,,,,,,,,,1,0,0,0,0
468,NSW528097,3,fullLeaf,76,31273,34.75,292,9.73,161,5.37,67,,,,,,,,,,,,1,0,0,0,0
788,NSW529180,4,fullLeaf,88,31261,34.73,296,9.87,155,5.17,11,,,,,,,,,,,,1,0,0,0,0
1047,NSW805329,3,fullLeaf,97,31239,34.71,300,10,155,5.17,150,,,,,,,,,,,,1,0,0,0,0
263,NSW200331,2,fullLeaf,96,31184,34.65,288,9.6,152,5.07,159,,,,,,,,,,,,1,0,0,0,0
88,NSW129502,1,fullLeaf,98,31174,34.64,344,11.47,147,4.9,4,,,,,,,,,,,,1,0,0,0,0
915,NSW533053,4,fullLeaf,94,31170,34.63,304,10.13,151,5.03,56,,,,,,,,,,,,1,0,0,0,0
763,NSW529096,4,fullLeaf,91,31134,34.59,340,11.33,132,4.4,28,,,,,,,,,,,,1,0,0,0,0
266,NSW200340,3,fullLeaf,85,31046,34.5,348,11.6,130,4.33,75,,,,,,,,,,,,1,0,0,0,0
271,NSW208209,6,fullLeaf,83,31042,34.49,334,11.13,153,5.1,63,,,,,,,,,,,,1,0,0,0,0
302,NSW257018,1,fullLeaf,93,30995,34.44,236,7.87,180,6,14,,,,,,,,,,,,1,0,0,0,0
876,NSW529881,5,fullLeaf,76,30958,34.4,292,9.73,171,5.7,155,,,,,,,,,,,,1,0,0,0,0
530,NSW528399,5,fullLeaf,94,30924,34.36,312,10.4,148,4.93,42,,,,,,,,,,,,1,0,0,0,0
290,NSW245231,1,fullLeaf,93,30912,34.35,356,11.87,127,4.23,126,,,,,,,,,,,,1,0,0,0,0
777,NSW529166,2,fullLeaf,91,30904,34.34,384,12.8,156,5.2,159,,,,,,,,,,,,1,0,0,0,0
1057,NSW822931,6,fullLeaf,84,30792,34.21,234,7.8,187,6.23,359,,,,,,,,,,,,1,0,0,0,0
628,NSW528875,1,fullLeaf,97,30750,34.17,318,10.6,144,4.8,113,,,,,,,,,,,,1,0,0,0,0
625,NSW528872,3,fullLeaf,94,30618,34.02,334,11.13,130,4.33,60,,,,,,,,,,,,1,0,0,0,0
635,NSW528887,1,fullLeaf,94,30516,33.91,278,9.27,164,5.47,148,,,,,,,,,,,,1,0,0,0,0
1074,NSW833662,2,fullLeaf,96,30509,33.9,354,11.8,120,4,118,,,,,,,,,,,,1,0,0,0,0
567,NSW528784,5,fullLeaf,76,30495,33.88,322,10.73,162,5.4,139,,,,,,,,,,,,1,0,0,0,0
384,NSW387326,4,fullLeaf,91,30478,33.86,322,10.73,149,4.97,90,,,,,,,,,,,,1,0,0,0,0
637,NSW528889,5,fullLeaf,85,30470,33.86,324,10.8,137,4.57,10,,,,,,,,,,,,1,0,0,0,0
383,NSW387325,3,fullLeaf,94,30432,33.81,300,10,143,4.77,0,,,,,,,,,,,,1,0,0,0,0
931,NSW533072,6,fullLeaf,86,30414,33.79,250,8.33,168,5.6,83,,,,,,,,,,,,1,0,0,0,0
1142,NSW840844,1,fullLeaf,90,30322,33.69,232,7.73,171,5.7,155,,,,,,,,,,,,1,0,0,0,0
1170,NSW892756,6,fullLeaf,80,30268,33.63,270,9,156,5.2,110,,,,,,,,,,,,1,0,0,0,0
742,NSW529019,2,fullLeaf,91,30151,33.5,244,8.13,177,5.9,19,,,,,,,,,,,,1,0,0,0,0
331,NSW273681,1,fullLeaf,71,30084,33.43,308,10.27,155,5.17,70,,,,,,,,,,,,1,0,0,0,0
530,NSW528399,4,fullLeaf,95,30069,33.41,302,10.07,142,4.73,148,,,,,,,,,,,,1,0,0,0,0
586,NSW528814,1,fullLeaf,83,30048,33.39,238,7.93,173,5.77,110,,,,,,,,,,,,1,0,0,0,0
931,NSW533072,1,fullLeaf,97,30053,33.39,256,8.53,162,5.4,127,,,,,,,,,,,,1,0,0,0,0
1202,NSW933602,5,fullLeaf,82,30053,33.39,292,9.73,146,4.87,148,,,,,,,,,,,,1,0,0,0,0
1078,NSW834920,1,fullLeaf,98,29988,33.32,282,9.4,152,5.07,28,,,,,,,,,,,,1,0,0,0,0
263,NSW200331,1,fullLeaf,96,29980,33.31,322,10.73,131,4.37,132,,,,,,,,,,,,1,0,0,0,0
918,NSW533056,1,fullLeaf,96,29964,33.29,354,11.8,133,4.43,105,,,,,,,,,,,,1,0,0,0,0
1002,NSW784564,1,fullLeaf,91,29963,33.29,298,9.93,140,4.67,0,,,,,,,,,,,,1,0,0,0,0
614,NSW528858,2,fullLeaf,89,29899,33.22,262,8.73,164,5.47,50,,,,,,,,,,,,1,0,0,0,0
1075,NSW833663,3,fullLeaf,97,29872,33.19,352,11.73,128,4.27,20,4,31207,34,398,123,23,96,88,104,87,93,1,1,1,0,0
788,NSW529180,1,fullLeaf,97,29844,33.16,304,10.13,141,4.7,139,,,,,,,,,,,,1,0,0,0,0
1192,NSW931037,2,fullLeaf,86,29830,33.14,434,14.47,111,3.7,18,,,,,,,,,,,,1,0,0,0,0
276,NSW208697,6,fullLeaf,80,29816,33.13,250,8.33,174,5.8,121,,,,,,,,,,,,1,0,0,0,0
1057,NSW822931,3,fullLeaf,89,29814,33.13,360,12,138,4.6,72,,,,,,,,,,,,1,0,0,0,0
871,NSW529876,3,fullLeaf,96,29711,33.01,310,10.33,128,4.27,12,,,,,,,,,,,,1,0,0,0,0
530,NSW528399,6,fullLeaf,93,29702,33,298,9.93,150,5,109,,,,,,,,,,,,1,0,0,0,0
742,NSW529019,3,fullLeaf,84,29629,32.92,260,8.67,167,5.57,80,,,,,,,,,,,,1,0,0,0,0
438,NSW496261,1,fullLeaf,94,29566,32.85,292,9.73,150,5,54,,,,,,,,,,,,1,0,0,0,0
762,NSW529095,2,fullLeaf,97,29510,32.79,352,11.73,123,4.1,121,,,,,,,,,,,,1,0,0,0,0
636,NSW528888,1,fullLeaf,96,29504,32.78,274,9.13,155,5.17,129,,,,,,,,,,,,1,0,0,0,0
430,NSW48275,2,fullLeaf,88,29447,32.72,348,11.6,133,4.43,71,,,,,,,,,,,,1,0,0,0,0
755,NSW529088,2,fullLeaf,83,29444,32.72,326,10.87,140,4.67,124,,,,,,,,,,,,1,0,0,0,0
941,NSW593503,5,fullLeaf,73,29303,32.56,332,11.07,141,4.7,90,,,,,,,,,,,,1,0,0,0,0
946,NSW622570,2,fullLeaf,88,29275,32.53,250,8.33,168,5.6,58,,,,,,,,,,,,1,0,0,0,0
1004,NSW78537,5,fullLeaf,74,29277,32.53,250,8.33,163,5.43,75,,,,,,,,,,,,1,0,0,0,0
1083,NSW834930,5,fullLeaf,91,29274,32.53,286,9.53,146,4.87,48,,,,,,,,,,,,1,0,0,0,0
756,NSW529089,4,fullLeaf,90,29258,32.51,380,12.67,115,3.83,84,,,,,,,,,,,,1,0,0,0,0
461,NSW521813,5,fullLeaf,81,29232,32.48,302,10.07,145,4.83,25,,,,,,,,,,,,1,0,0,0,0
1151,NSW844335,1,fullLeaf,97,29226,32.47,348,11.6,124,4.13,1,1,29998,33,364,131,1,97,96,95,100,95,1,1,1,0,0
986,NSW768671,1,fullLeaf,82,29171,32.41,252,8.4,186,6.2,11,,,,,,,,,,,,1,0,0,0,0
573,NSW528791,4,fullLeaf,96,29150,32.39,326,10.87,133,4.43,136,,,,,,,,,,,,1,0,0,0,0
1123,NSW835754,1,fullLeaf,97,29070,32.3,334,11.13,129,4.3,125,,,,,,,,,,,,1,0,0,0,0
1014,NSW805291,1,fullLeaf,80,29055,32.28,316,10.53,133,4.43,135,,,,,,,,,,,,1,0,0,0,0
978,NSW739142,1,fullLeaf,98,29031,32.26,298,9.93,134,4.47,15,2,29291,32,308,134,14,99,97,100,107,97,1,1,1,0,0
1060,NSW825918,1,fullLeaf,81,28893,32.1,276,9.2,186,6.2,155,,,,,,,,,,,,1,0,0,0,0
1170,NSW892756,5,fullLeaf,81,28894,32.1,252,8.4,159,5.3,54,,,,,,,,,,,,1,0,0,0,0
1135,NSW836120,6,fullLeaf,77,28876,32.08,274,9.13,158,5.27,28,,,,,,,,,,,,1,0,0,0,0
1067,NSW833598,4,fullLeaf,90,28850,32.06,278,9.27,142,4.73,90,1,28840,32,280,149,90,100,99,95,100,97,1,1,1,0,0
457,NSW520409,1,fullLeaf,77,28817,32.02,302,10.07,135,4.5,92,,,,,,,,,,,,1,0,0,0,0
1170,NSW892756,2,fullLeaf,95,28770,31.97,266,8.87,157,5.23,157,,,,,,,,,,,,1,0,0,0,0
530,NSW528399,2,fullLeaf,96,28708,31.9,278,9.27,152,5.07,21,,,,,,,,,,,,1,0,0,0,0
995,NSW772993,3,fullLeaf,93,28694,31.88,288,9.6,139,4.63,139,,,,,,,,,,,,1,0,0,0,0
475,NSW528104,2,fullLeaf,97,28659,31.84,330,11,121,4.03,35,,,,,,,,,,,,1,0,0,0,0
1194,NSW931039,5,fullLeaf,75,28660,31.84,404,13.47,128,4.27,78,,,,,,,,,,,,1,0,0,0,0
1194,NSW931039,2,fullLeaf,98,28644,31.83,298,9.93,131,4.37,145,,,,,,,,,,,,1,0,0,0,0
941,NSW593503,1,fullLeaf,98,28638,31.82,288,9.6,136,4.53,1,,,,,,,,,,,,1,0,0,0,0
1066,NSW833597,2,fullLeaf,80,28624,31.8,248,8.27,159,5.3,148,4,28866,32,262,157,149,99,95,101,99,97,1,1,1,0,0
1202,NSW933602,7,fullLeaf,72,28550,31.72,266,8.87,137,4.57,142,,,,,,,,,,,,1,0,0,0,0
1052,NSW809724,4,fullLeaf,86,28484,31.65,390,13,115,3.83,98,,,,,,,,,,,,1,0,0,0,0
1209,NSW934190,6,fullLeaf,83,28428,31.59,238,7.93,152,5.07,0,,,,,,,,,,,,1,0,0,0,0
946,NSW622570,1,fullLeaf,93,28407,31.56,262,8.73,166,5.53,144,,,,,,,,,,,,1,0,0,0,0
1035,NSW805317,3,fullLeaf,95,28314,31.46,310,10.33,133,4.43,133,,,,,,,,,,,,1,0,0,0,0
739,NSW529016,1,fullLeaf,94,28165,31.29,244,8.13,156,5.2,10,,,,,,,,,,,,1,0,0,0,0
126,NSW129554,1,fullLeaf,97,28127,31.25,276,9.2,144,4.8,154,,,,,,,,,,,,1,0,0,0,0
512,NSW528144,1,fullLeaf,94,28094,31.22,304,10.13,130,4.33,11,,,,,,,,,,,,1,0,0,0,0
1004,NSW78537,1,fullLeaf,95,28044,31.16,232,7.73,155,5.17,1,,,,,,,,,,,,1,0,0,0,0
1067,NSW833598,11,fullLeaf,71,28037,31.15,278,9.27,159,5.3,106,,,,,,,,,,,,1,0,0,1,0
1095,NSW835456,1,fullLeaf,98,28024,31.14,302,10.07,141,4.7,143,2,28313,31,326,141,142,99,93,100,101,96,1,1,1,0,0
447,NSW506907,7,fullLeaf,79,27984,31.09,366,12.2,136,4.53,0,,,,,,,,,,,,1,0,0,0,0
