Image Number,Image,Predication Number,Label Name,Confidence,Pixel Area Mask,cm Area Mask,Pixel Length,cm Length ,Pixel Width,cm Width ,Box Rotation Degrees,Validation Number,Pixel Area Validation,Pixel Length Validation,Pixel Width Validation,Box Rotation Degrees Validation,Pixel Area Accuracy %,Pixel Length Accuracy %,Pixel Width Accuracy %,Box Rotation Degrees Accuracy %,IOU %,Prediction,Validation,Prediction & Validation,Predication No Validation,Validation No Predication,Catalogue Number,Scientific Name (intepreted),Country - parsed,Latitude - original,Decimal latitude (WGS84),Decimal longitude (WGS84),Coordinate Uncertainty in Metres
1206,NSW934190,6,fullLeaf,85,28604,31.78,236,7.87,156,5.2,1,,,,,,,,,,,0,0,0,0,0,NSW934190,Syzygium,Papua New Guinea,-9.28313,-9.28313,148.273,
1206,NSW934190,7,fullLeaf,81,6367,7.07,136,4.53,70,2.33,146,,,,,,,,,,,0,0,0,0,0,NSW934190,Syzygium,Papua New Guinea,-9.28313,-9.28313,148.273,
1207,NSW935065,1,fullLeaf,96,6005,6.67,140,4.67,65,2.17,142,,,,,,,,,,,0,0,0,0,0,NSW935065,Syzygium oleosum,Australia,-21.12,-21.12,148.52,2000
1207,NSW935065,2,fullLeaf,93,5814,6.46,134,4.47,66,2.2,136,,,,,,,,,,,0,0,0,0,0,NSW935065,Syzygium oleosum,Australia,-21.12,-21.12,148.52,2000
1207,NSW935065,3,fullLeaf,89,5708,6.34,110,3.67,74,2.47,31,,,,,,,,,,,0,0,0,0,0,NSW935065,Syzygium oleosum,Australia,-21.12,-21.12,148.52,2000
1207,NSW935065,4,fullLeaf,86,4953,5.5,128,4.27,61,2.03,62,,,,,,,,,,,0,0,0,0,0,NSW935065,Syzygium oleosum,Australia,-21.12,-21.12,148.52,2000
1207,NSW935065,5,fullLeaf,77,1685,1.87,102,3.4,30,1,110,,,,,,,,,,,0,0,0,0,0,NSW935065,Syzygium oleosum,Australia,-21.12,-21.12,148.52,2000
1207,NSW935065,6,fullLeaf,76,5004,5.56,120,4,63,2.1,29,,,,,,,,,,,0,0,0,0,0,NSW935065,Syzygium oleosum,Australia,-21.12,-21.12,148.52,2000
1207,NSW935065,7,fullLeaf,76,3229,3.59,102,3.4,49,1.63,108,,,,,,,,,,,0,0,0,0,0,NSW935065,Syzygium oleosum,Australia,-21.12,-21.12,148.52,2000
1207,NSW935065,8,fullLeaf,74,1498,1.66,100,3.33,31,1.03,79,,,,,,,,,,,0,0,0,0,0,NSW935065,Syzygium oleosum,Australia,-21.12,-21.12,148.52,2000
1207,NSW935065,9,fullLeaf,72,6829,7.59,130,4.33,77,2.57,1,,,,,,,,,,,0,0,0,0,0,NSW935065,Syzygium oleosum,Australia,-21.12,-21.12,148.52,2000
1207,NSW935065,10,fullLeaf,72,6108,6.79,126,4.2,72,2.4,78,,,,,,,,,,,0,0,0,0,0,NSW935065,Syzygium oleosum,Australia,-21.12,-21.12,148.52,2000
1208,NSW935783,1,fullLeaf,98,7895,8.77,182,6.07,69,2.3,0,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,2,fullLeaf,96,4944,5.49,132,4.4,56,1.87,37,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,3,fullLeaf,96,4021,4.47,136,4.53,48,1.6,6,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,4,fullLeaf,94,5517,6.13,142,4.73,62,2.07,153,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,5,fullLeaf,93,3376,3.75,110,3.67,45,1.5,18,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,6,fullLeaf,92,5119,5.69,150,5,57,1.9,53,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,7,fullLeaf,92,7675,8.53,180,6,71,2.37,157,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,8,fullLeaf,90,5913,6.57,152,5.07,65,2.17,156,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,9,fullLeaf,90,5328,5.92,130,4.33,58,1.93,133,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,10,fullLeaf,90,5324,5.92,132,4.4,59,1.97,101,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,11,fullLeaf,86,4132,4.59,108,3.6,65,2.17,0,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,12,fullLeaf,86,1134,1.26,70,2.33,27,0.9,31,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,13,fullLeaf,84,3105,3.45,108,3.6,47,1.57,124,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,14,fullLeaf,83,5950,6.61,166,5.53,63,2.1,65,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,15,fullLeaf,83,3741,4.16,112,3.73,58,1.93,82,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,16,fullLeaf,81,8898,9.89,194,6.47,78,2.6,87,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,17,fullLeaf,79,2872,3.19,110,3.67,38,1.27,64,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,18,fullLeaf,79,2540,2.82,118,3.93,37,1.23,9,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,19,fullLeaf,78,3546,3.94,124,4.13,46,1.53,1,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,20,fullLeaf,77,4334,4.82,112,3.73,58,1.93,16,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,21,fullLeaf,77,4199,4.67,140,4.67,47,1.57,0,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,22,fullLeaf,77,2171,2.41,96,3.2,40,1.33,96,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,23,fullLeaf,76,4953,5.5,124,4.13,56,1.87,0,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1208,NSW935783,24,fullLeaf,75,5336,5.93,108,3.6,66,2.2,81,,,,,,,,,,,0,0,0,0,0,NSW935783,Syzygium smithii,Australia,-32.6675,-32.6675,152.0142,2000
1209,NSW937141,1,fullLeaf,96,27174,30.19,302,10.07,130,4.33,14,,,,,,,,,,,0,0,0,0,0,NSW937141,Syzygium oleosum,Australia,-27.71664,-27.71664,153.35392,100
1209,NSW937141,2,fullLeaf,95,11604,12.89,218,7.27,81,2.7,150,,,,,,,,,,,0,0,0,0,0,NSW937141,Syzygium oleosum,Australia,-27.71664,-27.71664,153.35392,100
1209,NSW937141,3,fullLeaf,95,6707,7.45,158,5.27,62,2.07,106,,,,,,,,,,,0,0,0,0,0,NSW937141,Syzygium oleosum,Australia,-27.71664,-27.71664,153.35392,100
1209,NSW937141,4,fullLeaf,95,26654,29.62,312,10.4,134,4.47,137,,,,,,,,,,,0,0,0,0,0,NSW937141,Syzygium oleosum,Australia,-27.71664,-27.71664,153.35392,100
1209,NSW937141,5,fullLeaf,94,9687,10.76,160,5.33,93,3.1,26,,,,,,,,,,,0,0,0,0,0,NSW937141,Syzygium oleosum,Australia,-27.71664,-27.71664,153.35392,100
1209,NSW937141,6,fullLeaf,89,17892,19.88,258,8.6,110,3.67,52,,,,,,,,,,,0,0,0,0,0,NSW937141,Syzygium oleosum,Australia,-27.71664,-27.71664,153.35392,100
1209,NSW937141,7,fullLeaf,88,14554,16.17,224,7.47,97,3.23,0,,,,,,,,,,,0,0,0,0,0,NSW937141,Syzygium oleosum,Australia,-27.71664,-27.71664,153.35392,100
1209,NSW937141,8,fullLeaf,87,11806,13.12,228,7.6,88,2.93,75,,,,,,,,,,,0,0,0,0,0,NSW937141,Syzygium oleosum,Australia,-27.71664,-27.71664,153.35392,100
1209,NSW937141,9,fullLeaf,84,11499,12.78,230,7.67,77,2.57,82,,,,,,,,,,,0,0,0,0,0,NSW937141,Syzygium oleosum,Australia,-27.71664,-27.71664,153.35392,100
1209,NSW937141,10,fullLeaf,81,16321,18.13,250,8.33,95,3.17,10,,,,,,,,,,,0,0,0,0,0,NSW937141,Syzygium oleosum,Australia,-27.71664,-27.71664,153.35392,100
1209,NSW937141,11,fullLeaf,78,24683,27.43,292,9.73,129,4.3,124,,,,,,,,,,,0,0,0,0,0,NSW937141,Syzygium oleosum,Australia,-27.71664,-27.71664,153.35392,100
1209,NSW937141,12,fullLeaf,74,9700,10.78,206,6.87,74,2.47,5,,,,,,,,,,,0,0,0,0,0,NSW937141,Syzygium oleosum,Australia,-27.71664,-27.71664,153.35392,100
1210,NSW942075,1,fullLeaf,94,4447,4.94,128,4.27,51,1.7,7,,,,,,,,,,,0,0,0,0,0,NSW942075,Syzygium australe,Australia,-34.67,-34.67,150.72,5000
1210,NSW942075,2,fullLeaf,89,4462,4.96,134,4.47,47,1.57,157,,,,,,,,,,,0,0,0,0,0,NSW942075,Syzygium australe,Australia,-34.67,-34.67,150.72,5000
1210,NSW942075,3,fullLeaf,88,3700,4.11,108,3.6,48,1.6,0,,,,,,,,,,,0,0,0,0,0,NSW942075,Syzygium australe,Australia,-34.67,-34.67,150.72,5000
1210,NSW942075,4,fullLeaf,85,2816,3.13,100,3.33,44,1.47,0,,,,,,,,,,,0,0,0,0,0,NSW942075,Syzygium australe,Australia,-34.67,-34.67,150.72,5000
1210,NSW942075,5,fullLeaf,84,3367,3.74,116,3.87,43,1.43,1,,,,,,,,,,,0,0,0,0,0,NSW942075,Syzygium australe,Australia,-34.67,-34.67,150.72,5000
1210,NSW942075,6,fullLeaf,82,2937,3.26,86,2.87,70,2.33,144,,,,,,,,,,,0,0,0,0,0,NSW942075,Syzygium australe,Australia,-34.67,-34.67,150.72,5000
1210,NSW942075,7,fullLeaf,82,2741,3.05,102,3.4,39,1.3,1,,,,,,,,,,,0,0,0,0,0,NSW942075,Syzygium australe,Australia,-34.67,-34.67,150.72,5000
1210,NSW942075,8,fullLeaf,80,787,0.87,50,1.67,27,0.9,115,,,,,,,,,,,0,0,0,0,0,NSW942075,Syzygium australe,Australia,-34.67,-34.67,150.72,5000
1210,NSW942075,9,fullLeaf,78,3712,4.12,100,3.33,59,1.97,141,,,,,,,,,,,0,0,0,0,0,NSW942075,Syzygium australe,Australia,-34.67,-34.67,150.72,5000
1210,NSW942075,10,fullLeaf,77,2191,2.43,72,2.4,42,1.4,105,,,,,,,,,,,0,0,0,0,0,NSW942075,Syzygium australe,Australia,-34.67,-34.67,150.72,5000
1210,NSW942075,11,fullLeaf,71,2918,3.24,92,3.07,51,1.7,6,,,,,,,,,,,0,0,0,0,0,NSW942075,Syzygium australe,Australia,-34.67,-34.67,150.72,5000
1211,NSW942076,1,fullLeaf,96,11281,12.53,174,5.8,95,3.17,159,,,,,,,,,,,0,0,0,0,0,NSW942076,Syzygium smithii,Australia,-34.3069,-34.3069,150.9325,1000
1211,NSW942076,2,fullLeaf,94,12000,13.33,192,6.4,90,3,0,,,,,,,,,,,0,0,0,0,0,NSW942076,Syzygium smithii,Australia,-34.3069,-34.3069,150.9325,1000
1211,NSW942076,3,fullLeaf,92,10100,11.22,156,5.2,91,3.03,6,,,,,,,,,,,0,0,0,0,0,NSW942076,Syzygium smithii,Australia,-34.3069,-34.3069,150.9325,1000
1211,NSW942076,4,fullLeaf,91,8366,9.3,160,5.33,82,2.73,26,,,,,,,,,,,0,0,0,0,0,NSW942076,Syzygium smithii,Australia,-34.3069,-34.3069,150.9325,1000
1211,NSW942076,5,fullLeaf,91,11035,12.26,180,6,95,3.17,47,,,,,,,,,,,0,0,0,0,0,NSW942076,Syzygium smithii,Australia,-34.3069,-34.3069,150.9325,1000
1212,NSW942214,1,fullLeaf,95,7430,8.26,182,6.07,66,2.2,1,,,,,,,,,,,0,0,0,0,0,NSW942214,Syzygium angophoroides,Australia,-15.473733,-15.473733,145.05303,70
1212,NSW942214,2,fullLeaf,93,12502,13.89,182,6.07,123,4.1,144,,,,,,,,,,,0,0,0,0,0,NSW942214,Syzygium angophoroides,Australia,-15.473733,-15.473733,145.05303,70
1212,NSW942214,3,fullLeaf,93,11016,12.24,198,6.6,76,2.53,0,,,,,,,,,,,0,0,0,0,0,NSW942214,Syzygium angophoroides,Australia,-15.473733,-15.473733,145.05303,70
1212,NSW942214,4,fullLeaf,91,9884,10.98,184,6.13,82,2.73,71,,,,,,,,,,,0,0,0,0,0,NSW942214,Syzygium angophoroides,Australia,-15.473733,-15.473733,145.05303,70
1212,NSW942214,5,fullLeaf,90,9392,10.44,162,5.4,80,2.67,94,,,,,,,,,,,0,0,0,0,0,NSW942214,Syzygium angophoroides,Australia,-15.473733,-15.473733,145.05303,70
1212,NSW942214,6,fullLeaf,86,8989,9.99,176,5.87,77,2.57,119,,,,,,,,,,,0,0,0,0,0,NSW942214,Syzygium angophoroides,Australia,-15.473733,-15.473733,145.05303,70
1212,NSW942214,7,fullLeaf,78,6439,7.15,114,3.8,73,2.43,49,,,,,,,,,,,0,0,0,0,0,NSW942214,Syzygium angophoroides,Australia,-15.473733,-15.473733,145.05303,70
1212,NSW942214,8,fullLeaf,71,4935,5.48,130,4.33,57,1.9,10,,,,,,,,,,,0,0,0,0,0,NSW942214,Syzygium angophoroides,Australia,-15.473733,-15.473733,145.05303,70
1213,NSW942535,1,fullLeaf,96,58510,65.01,448,14.93,182,6.07,161,,,,,,,,,,,0,0,0,0,0,NSW942535,Syzygium malaccense,Papua New Guinea,-7.2,-7.2,146.65,
1213,NSW942535,2,fullLeaf,95,47223,52.47,432,14.4,167,5.57,154,,,,,,,,,,,0,0,0,0,0,NSW942535,Syzygium malaccense,Papua New Guinea,-7.2,-7.2,146.65,
1213,NSW942535,3,fullLeaf,89,41266,45.85,446,14.87,135,4.5,50,,,,,,,,,,,0,0,0,0,0,NSW942535,Syzygium malaccense,Papua New Guinea,-7.2,-7.2,146.65,
1213,NSW942535,4,fullLeaf,84,42594,47.33,436,14.53,154,5.13,28,,,,,,,,,,,0,0,0,0,0,NSW942535,Syzygium malaccense,Papua New Guinea,-7.2,-7.2,146.65,
1214,NSW942536,1,fullLeaf,95,54555,60.62,370,12.33,212,7.07,159,,,,,,,,,,,0,0,0,0,0,NSW942536,Syzygium malaccense,Papua New Guinea,-5.47,-5.47,149.63,
1214,NSW942536,2,fullLeaf,94,56252,62.5,424,14.13,192,6.4,105,,,,,,,,,,,0,0,0,0,0,NSW942536,Syzygium malaccense,Papua New Guinea,-5.47,-5.47,149.63,
1214,NSW942536,3,fullLeaf,92,44040,48.93,398,13.27,154,5.13,1,,,,,,,,,,,0,0,0,0,0,NSW942536,Syzygium malaccense,Papua New Guinea,-5.47,-5.47,149.63,
1214,NSW942536,4,fullLeaf,84,37802,42,324,10.8,187,6.23,51,,,,,,,,,,,0,0,0,0,0,NSW942536,Syzygium malaccense,Papua New Guinea,-5.47,-5.47,149.63,
1215,NSW942537,1,fullLeaf,87,59033,65.59,548,18.27,162,5.4,165,,,,,,,,,,,0,0,0,0,0,NSW942537,Syzygium puberulum,Papua New Guinea,-8.73,-8.73,141.63,
1215,NSW942537,2,fullLeaf,83,28627,31.81,282,9.4,143,4.77,0,,,,,,,,,,,0,0,0,0,0,NSW942537,Syzygium puberulum,Papua New Guinea,-8.73,-8.73,141.63,
1215,NSW942537,3,fullLeaf,80,40358,44.84,392,13.07,143,4.77,27,,,,,,,,,,,0,0,0,0,0,NSW942537,Syzygium puberulum,Papua New Guinea,-8.73,-8.73,141.63,
1216,NSW942538,1,fullLeaf,97,5540,6.16,142,4.73,55,1.83,29,,,,,,,,,,,0,0,0,0,0,NSW942538,Syzygium,Papua New Guinea,-6.17,-6.17,146,
1216,NSW942538,2,fullLeaf,95,5433,6.04,154,5.13,56,1.87,9,,,,,,,,,,,0,0,0,0,0,NSW942538,Syzygium,Papua New Guinea,-6.17,-6.17,146,
1216,NSW942538,3,fullLeaf,89,14566,16.18,254,8.47,83,2.77,154,,,,,,,,,,,0,0,0,0,0,NSW942538,Syzygium,Papua New Guinea,-6.17,-6.17,146,
1216,NSW942538,4,fullLeaf,88,6691,7.43,198,6.6,52,1.73,155,,,,,,,,,,,0,0,0,0,0,NSW942538,Syzygium,Papua New Guinea,-6.17,-6.17,146,
1216,NSW942538,5,fullLeaf,71,12556,13.95,242,8.07,75,2.5,93,,,,,,,,,,,0,0,0,0,0,NSW942538,Syzygium,Papua New Guinea,-6.17,-6.17,146,
1217,NSW96570,1,fullLeaf,96,2501,2.78,98,3.27,43,1.43,27,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,2,fullLeaf,94,2271,2.52,88,2.93,43,1.43,24,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,3,fullLeaf,94,3338,3.71,106,3.53,47,1.57,53,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,4,fullLeaf,94,1921,2.13,90,3,35,1.17,28,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,5,fullLeaf,93,2239,2.49,94,3.13,36,1.2,15,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,6,fullLeaf,86,2647,2.94,106,3.53,39,1.3,14,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,7,fullLeaf,86,2036,2.26,90,3,38,1.27,126,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,8,fullLeaf,86,2435,2.71,90,3,44,1.47,84,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,9,fullLeaf,82,1580,1.76,80,2.67,30,1,109,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,10,fullLeaf,81,2176,2.42,98,3.27,37,1.23,64,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,11,fullLeaf,81,1821,2.02,82,2.73,38,1.27,113,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,12,fullLeaf,79,1372,1.52,58,1.93,38,1.27,8,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,13,fullLeaf,78,3536,3.93,120,4,50,1.67,13,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,14,fullLeaf,77,3057,3.4,114,3.8,43,1.43,85,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,15,fullLeaf,74,3013,3.35,90,3,53,1.77,96,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,16,fullLeaf,74,2630,2.92,104,3.47,43,1.43,72,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1217,NSW96570,17,fullLeaf,70,3622,4.02,120,4,47,1.57,69,,,,,,,,,,,0,0,0,0,0,NSW96570,Syzygium smithii,Australia,-32.67,-32.67,152.22,10000
1218,NSW977889,1,fullLeaf,87,3930,4.37,104,3.47,58,1.93,31,,,,,,,,,,,0,0,0,0,0,NSW977889,Syzygium,Papua New Guinea,-6.58,-6.58,145.67,
1218,NSW977889,2,fullLeaf,85,7758,8.62,142,4.73,81,2.7,4,,,,,,,,,,,0,0,0,0,0,NSW977889,Syzygium,Papua New Guinea,-6.58,-6.58,145.67,
1218,NSW977889,3,fullLeaf,83,6556,7.28,118,3.93,78,2.6,113,,,,,,,,,,,0,0,0,0,0,NSW977889,Syzygium,Papua New Guinea,-6.58,-6.58,145.67,
1218,NSW977889,4,fullLeaf,79,6999,7.78,134,4.47,76,2.53,42,,,,,,,,,,,0,0,0,0,0,NSW977889,Syzygium,Papua New Guinea,-6.58,-6.58,145.67,
1218,NSW977889,5,fullLeaf,78,6160,6.84,110,3.67,80,2.67,27,,,,,,,,,,,0,0,0,0,0,NSW977889,Syzygium,Papua New Guinea,-6.58,-6.58,145.67,
1218,NSW977889,6,fullLeaf,77,5887,6.54,136,4.53,61,2.03,17,,,,,,,,,,,0,0,0,0,0,NSW977889,Syzygium,Papua New Guinea,-6.58,-6.58,145.67,
1220,NSW97986,1,fullLeaf,93,1525,1.69,86,2.87,30,1,144,,,,,,,,,,,0,0,0,0,0,NSW97986,Syzygium smithii,Australia,-28.6,-28.6,153.33,10000
1220,NSW97986,2,fullLeaf,91,1885,2.09,108,3.6,25,0.83,1,,,,,,,,,,,0,0,0,0,0,NSW97986,Syzygium smithii,Australia,-28.6,-28.6,153.33,10000
1220,NSW97986,3,fullLeaf,89,2531,2.81,110,3.67,36,1.2,123,,,,,,,,,,,0,0,0,0,0,NSW97986,Syzygium smithii,Australia,-28.6,-28.6,153.33,10000
1220,NSW97986,4,fullLeaf,79,2519,2.8,84,2.8,47,1.57,18,,,,,,,,,,,0,0,0,0,0,NSW97986,Syzygium smithii,Australia,-28.6,-28.6,153.33,10000
1220,NSW97986,5,fullLeaf,71,1907,2.12,100,3.33,29,0.97,95,,,,,,,,,,,0,0,0,0,0,NSW97986,Syzygium smithii,Australia,-28.6,-28.6,153.33,10000
1220,NSW97986,6,fullLeaf,71,3065,3.41,126,4.2,47,1.57,67,,,,,,,,,,,0,0,0,0,0,NSW97986,Syzygium smithii,Australia,-28.6,-28.6,153.33,10000
1220,NSW97986,7,fullLeaf,70,2558,2.84,112,3.73,36,1.2,118,,,,,,,,,,,0,0,0,0,0,NSW97986,Syzygium smithii,Australia,-28.6,-28.6,153.33,10000
1221,NSW986300,1,fullLeaf,98,25523,28.36,256,8.53,140,4.67,125,,,,,,,,,,,0,0,0,0,0,NSW986300,Syzygium oleosum,Australia,-31.685875,-31.685875,152.682506,
1221,NSW986300,2,fullLeaf,95,10552,11.72,190,6.33,82,2.73,17,,,,,,,,,,,0,0,0,0,0,NSW986300,Syzygium oleosum,Australia,-31.685875,-31.685875,152.682506,
1221,NSW986300,3,fullLeaf,95,11473,12.75,210,7,88,2.93,106,,,,,,,,,,,0,0,0,0,0,NSW986300,Syzygium oleosum,Australia,-31.685875,-31.685875,152.682506,
1221,NSW986300,4,fullLeaf,93,5686,6.32,150,5,58,1.93,0,,,,,,,,,,,0,0,0,0,0,NSW986300,Syzygium oleosum,Australia,-31.685875,-31.685875,152.682506,
1221,NSW986300,5,fullLeaf,91,15699,17.44,212,7.07,104,3.47,0,,,,,,,,,,,0,0,0,0,0,NSW986300,Syzygium oleosum,Australia,-31.685875,-31.685875,152.682506,
1221,NSW986300,6,fullLeaf,88,8632,9.59,188,6.27,83,2.77,156,,,,,,,,,,,0,0,0,0,0,NSW986300,Syzygium oleosum,Australia,-31.685875,-31.685875,152.682506,
1221,NSW986300,7,fullLeaf,79,11328,12.59,208,6.93,89,2.97,65,,,,,,,,,,,0,0,0,0,0,NSW986300,Syzygium oleosum,Australia,-31.685875,-31.685875,152.682506,
1222,NSW986301,1,fullLeaf,97,12727,14.14,212,7.07,94,3.13,18,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,2,fullLeaf,97,12706,14.12,218,7.27,91,3.03,148,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,3,fullLeaf,97,13478,14.98,218,7.27,96,3.2,0,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,4,fullLeaf,97,16143,17.94,228,7.6,105,3.5,20,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,5,fullLeaf,96,17981,19.98,226,7.53,124,4.13,22,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,6,fullLeaf,95,11757,13.06,170,5.67,96,3.2,0,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,7,fullLeaf,94,18808,20.9,238,7.93,116,3.87,121,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,8,fullLeaf,94,17235,19.15,202,6.73,123,4.1,138,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,9,fullLeaf,93,12117,13.46,190,6.33,97,3.23,84,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,10,fullLeaf,93,16962,18.85,190,6.33,118,3.93,5,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,11,fullLeaf,93,14279,15.87,192,6.4,105,3.5,1,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,12,fullLeaf,91,1667,1.85,72,2.4,33,1.1,1,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,13,fullLeaf,91,18016,20.02,226,7.53,115,3.83,102,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
1222,NSW986301,14,fullLeaf,77,9088,10.1,158,5.27,87,2.9,4,,,,,,,,,,,0,0,0,0,0,NSW986301,Syzygium smithii,Australia,-32.345508,-32.345508,152.260536,
