ID,Genus species,Family,Area,Latitude,Longitude,MAT,MAP
1011,Lyonia ferruginea,Ericaceae,6.42,29.6,-82.2,20.6,1260
1014,Magnolia grandiflora,Magnoliaceae,94,29.6,-82.2,20.6,1260
1017,Magnolia virginiana,Magnoliaceae,49.59,29.6,-82.2,20.6,1260
1020,Morella cerifera,Myricaceae,7.29,29.6,-82.2,20.6,1260
1022,Nyssa aquatica,Nyssaceae,27.16,29.6,-82.2,20.6,1260
1025,Osmanthus americanus,Oleaceae,29.09,29.6,-82.2,20.6,1260
1028,Ostrya virginiana,Betulaceae,14.57,29.6,-82.2,20.6,1260
1031,Persea borbonia,Lauraceae,24.26,29.6,-82.2,20.6,1260
1034,Prunus serotina,Rosaceae,25.86,29.6,-82.2,20.6,1260
1037,Quercus hemisphaerica,Fagaceae,10.73,29.6,-82.2,20.6,1260
1040,Quercus michauxii,Fagaceae,65.49,29.6,-82.2,20.6,1260
1043,Quercus nigra,Fagaceae,19.99,29.6,-82.2,20.6,1260
1046,Vaccinium arboreum,Ericaceae,6.8,29.6,-82.2,20.6,1260
1049,Vaccinium corymbosum,Ericaceae,16.73,29.6,-82.2,20.6,1260
1052,Vitis rotundifolia,Vitaceae,32.01,29.6,-82.2,20.6,1260
1055,Amorpha fruticosa,Fabaceae,1.68,29.6,-82.2,20.6,1260
1058,Carya glabra,Juglandaceae,9.24,29.6,-82.2,20.6,1260
1061,Cinnamomum camphora,Lauraceae,18.8,29.6,-82.2,20.6,1260
1064,Cornus florida,Cornaceae,28.07,29.6,-82.2,20.6,1260
1067,Crataegus sp1067,Rosaceae,1.37,29.6,-82.2,20.6,1260
1070,Diospyros virginiana,Ebenaceae,24.98,29.6,-82.2,20.6,1260
1073,Hypericum hypericoides,Clusiaceae,0.73,29.6,-82.2,20.6,1260
1076,Ilex opaca,Aquifoliaceae,16.28,29.6,-82.2,20.6,1260
1079,Liquidambar styraciflua,Altingiaceae,32.46,29.6,-82.2,20.6,1260
1082,Lyonia cf_ligustrina,Ericaceae,6.72,29.6,-82.2,20.6,1260
1085,Magnolia grandiflora,Magnoliaceae,81.36,29.6,-82.2,20.6,1260
1088,Morella cerifera,Myricaceae,5.31,29.6,-82.2,20.6,1260
1091,Osmanthus americanus,Oleaceae,26.92,29.6,-82.2,20.6,1260
1094,Ostrya virginiana,Betulaceae,24.6,29.6,-82.2,20.6,1260
1097,Prunus serotina,Rosaceae,22.41,29.6,-82.2,20.6,1260
1100,Quercus falcata,Fagaceae,29.49,29.6,-82.2,20.6,1260
1103,Quercus geminata,Fagaceae,11.75,29.6,-82.2,20.6,1260
1106,Quercus hemisphaerica,Fagaceae,8.82,29.6,-82.2,20.6,1260
1109,Quercus nigra,Fagaceae,19.61,29.6,-82.2,20.6,1260
1112,Rhus copallinum,Anacardiaceae,3.43,29.6,-82.2,20.6,1260
1115,Vaccinium arboreum_cf,Ericaceae,2.58,29.6,-82.2,20.6,1260
1118,Ximenia americana,Ximeniaceae,10.34,29.6,-82.2,20.6,1260
1121,Gordonia sp1121,Theaceae,18.6,27.18,-81.35,22.3,1320
1127,Callicarpa americana,Lamiaceae,20.94,27.18,-81.35,22.3,1320
1133,Carya floridana,Juglandaceae,13.83,27.18,-81.35,22.3,1320
1139,Ilex vomitoria,Aquifoliaceae,2.38,27.18,-81.35,22.3,1320
1145,Liquidambar styraciflua,Altingiaceae,22.61,27.18,-81.35,22.3,1320
1146,Lyonia ferruginea,Ericaceae,4.38,27.18,-81.35,22.3,1320
1152,Magnolia virginiana,Magnoliaceae,34.01,27.18,-81.35,22.3,1320
1158,Morella cerifera,Myricaceae,5.81,27.18,-81.35,22.3,1320
1164,Osmanthus americanus,Oleaceae,21.04,27.18,-81.35,22.3,1320
1176,Persea borbonia,Lauraceae,23.7,27.18,-81.35,22.3,1320
1182,Persea sp1182,Lauraceae,6.64,27.18,-81.35,22.3,1320
1188,Quercus geminata,Fagaceae,6.56,27.18,-81.35,22.3,1320
1206,Quercus laurifolia,Fagaceae,17.9,27.18,-81.35,22.3,1320
1212,Quercus nigra,Fagaceae,17.03,27.18,-81.35,22.3,1320
1218,Rhus copallinum,Anacardiaceae,4.72,27.18,-81.35,22.3,1320
1224,Sideroxylon celastrinum,Sapotaceae,3.63,27.18,-81.35,22.3,1320
1230,Zanthoxylum clava-herculis,Rutaceae,7.97,27.18,-81.35,22.3,1320
1239,Acer rubrum,Sapindaceae,12.92,26.17,-81.34,24.3,1500
1242,Ardisia escallonioides,Primulaceae,25.73,26.17,-81.34,24.3,1500
1245,Bursera simaruba,Burseraceae,11.39,26.17,-81.34,24.3,1500
1248,Callicarpa americana,Lamiaceae,45.48,26.17,-81.34,24.3,1500
1251,Erythrina herbacea,Fabaceae,19.04,26.17,-81.34,24.3,1500
1254,Eugenia sp_#1,Myrtaceae,16.63,26.17,-81.34,24.3,1500
1257,Eugenia sp_#2,Myrtaceae,9.11,26.17,-81.34,24.3,1500
1260,Ficus aurea,Moraceae,45.34,26.17,-81.34,24.3,1500
1263,Magnolia virginiana,Magnoliaceae,32.23,26.17,-81.34,24.3,1500
1266,Morella cerifera,Myricaceae,9.88,26.17,-81.34,24.3,1500
1269,Myrsine floridana,Primulaceae,32.86,26.17,-81.34,24.3,1500
1272,Persea borbonia,Lauraceae,10.18,26.17,-81.34,24.3,1500
1274,Psychotria tenuifolia,Rubiaceae,14.63,26.17,-81.34,24.3,1500
1277,Quercus geminata,Fagaceae,12.91,26.17,-81.34,24.3,1500
1280,Quercus laurifolia,Fagaceae,12.22,26.17,-81.34,24.3,1500
1283,Trema lamarckiana,Cannabaceae,6.48,26.17,-81.34,24.3,1500
1286,Ximenia americana,Ximeniaceae,13.17,26.17,-81.34,24.3,1500
1289,Acacia hayesii,Fabaceae,0.2,9.167,-79.85,25.8,2640
1295,Anacardium excelsum,Anacardiaceae,140.6,9.167,-79.85,25.8,2640
1298,Apeiba membranacea,Malvaceae,38.2,9.167,-79.85,25.8,2640
1310,Celtis iguanaea,Cannabaceae,17.2,9.167,-79.85,25.8,2640
1312,Chondrodendron tomentosum,Menispermaceae,95.9,9.167,-79.85,25.8,2640
1313,Chrysophyllum sp1313,Sapotaceae,24.3,9.167,-79.85,25.8,2640
1314,Clusia sp1314,Clusiaceae,20.1,9.167,-79.85,25.8,2640
1317,Connarus turczaninowii,Connaraceae,14.6,9.167,-79.85,25.8,2640
1318,Cordia sp1318,Boraginaceae,31.7,9.167,-79.85,25.8,2640
1320,Coussapoa asperifolia subsp. magnifolia,Urticaceae,388.3,9.167,-79.85,25.8,2640
1325,Dendropanax arboreus,Araliaceae,83.6,9.167,-79.85,25.8,2640
1327,Schefflera morototoni,Araliaceae,32.5,9.167,-79.85,25.8,2640
1329,Erythroxylum skutchii,Erythroxylaceae,165.7,9.167,-79.85,25.8,2640
1336,Garcinia elliptica,Clusiaceae,75.1,9.167,-79.85,25.8,2640
1337,Gnetum leyboldii,Gnetaceae,33.2,9.167,-79.85,25.8,2640
1338,Guapira myrtiflora,Nyctaginaceae,82.5,9.167,-79.85,25.8,2640
1340,Guarea sp1340,Meliaceae,62.1,9.167,-79.85,25.8,2640
1347,Heteropteris laurifolia,Malpighiaceae,77.7,9.167,-79.85,25.8,2640
1350,Hieronyma alchorneoides,Phyllanthaceae,52.8,9.167,-79.85,25.8,2640
1352,Inga ruiziana,Fabaceae,45.1,9.167,-79.85,25.8,2640
1354,Inga semialata,Fabaceae,19.7,9.167,-79.85,25.8,2640
1355,Inga quaternata,Fabaceae,29.1,9.167,-79.85,25.8,2640
1357,Inga sp1357,Fabaceae,11.4,9.167,-79.85,25.8,2640
1366,Luehea seemannii,Malvaceae,22.4,9.167,-79.85,25.8,2640
1374,Trophis caucana,Moraceae,211.5,9.167,-79.85,25.8,2640
1377,Paullinia sp1377,Sapindaceae,69,9.167,-79.85,25.8,2640
1383,Pourouma sp1383,Urticaceae,173.3,9.167,-79.85,25.8,2640
1396,Sloanea terniflora,Elaeocarpaceae,41.5,9.167,-79.85,25.8,2640
1398,Sterculia sp1398,Malvaceae,235.3,9.167,-79.85,25.8,2640
1399,Strychnos sp1399,Loganiaceae,19.3,9.167,-79.85,25.8,2640
1401,Swartzia panamensis,Fabaceae,79.5,9.167,-79.85,25.8,2640
1403,Syzygium sp1403,Myrtaceae,112.2,9.167,-79.85,25.8,2640
1410,Terminalia amazonia,Combretaceae,9,9.167,-79.85,25.8,2640
1412,Tetrathylacium johansenii,Salicaceae,64.5,9.167,-79.85,25.8,2640
1419,Turnera sp1419,Passifloraceae,33.8,9.167,-79.85,25.8,2640
1423,Zanthoxylum juniperinum,Rutaceae,60.6,9.167,-79.85,25.8,2640
1432,Arctagrostis sp1432,Poaceae,13.6,68.63,-149.57,-9.3,400
1434,Arctostaphylos sp1434,Ericaceae,3.59,68.63,-149.57,-9.3,400
1435,Betula nana,Betulaceae,1.45,68.63,-149.57,-9.3,400
1457,Betula nana,Betulaceae,1.08,68.63,-149.57,-9.3,400
1501,Carex bigelowii,Cyperaceae,24.13,68.63,-149.57,-9.3,400
1519,Cassiope tetragona,Ericaceae,0.19,68.63,-149.57,-9.3,400
1552,Cassiope tetragona,Ericaceae,0.15,68.63,-149.57,-9.3,400
1556,Dryas sp1556,Rosaceae,5.84,68.63,-149.57,-9.3,400
1577,Empetrum nigrum,Ericaceae,0.05,68.63,-149.57,-9.3,400
1585,Eriophorum angustifolium,Cyperaceae,27.08,68.63,-149.57,-9.3,400
1588,Eriophorum vaginatum,Cyperaceae,9.81,68.63,-149.57,-9.3,400
1606,Eriophorum vaginatum,Cyperaceae,10.51,68.63,-149.57,-9.3,400
1630,Ledum palustre,Ericaceae,11.86,68.63,-149.57,-9.3,400
1674,Pedicularis sp1674,Orobanchaceae,3.56,68.63,-149.57,-9.3,400
1678,Rubus chamaemorus,Rosaceae,78.06,68.63,-149.57,-9.3,400
1681,Salix sp1681,Salicaceae,79.42,68.63,-149.57,-9.3,400
1684,Salix sp1684,Salicaceae,150.07,68.63,-149.57,-9.3,400
1696,Vaccinium vitis-idaea,Ericaceae,0.9,68.63,-149.57,-9.3,400
1740,Astrebla lappacea,Poaceae,1.55,-31.817,142.071,18.9,206
1741,Euphorbia stevenii,Euphorbiaceae,0.34,-31.817,142.071,18.9,206
1742,Maireana sp1742,Amaranthaceae,0.09,-31.817,142.071,18.9,206
1743,Salsola kali,Amaranthaceae,0.13,-31.817,142.071,18.9,206
1744,Sclerolaena brachyptera,Amaranthaceae,0.13,-31.817,142.071,18.9,206
1745,Sclerolaena diacantha,Amaranthaceae,0.17,-31.817,142.071,18.9,206
1746,Sclerolaena divaricata,Amaranthaceae,0.09,-31.817,142.071,18.9,206
1747,Sida corrugata,Malvaceae,0.56,-31.817,142.071,18.9,206
1748,Vittadinia sp1748,Asteraceae,0.13,-31.817,142.071,18.9,206
1749,Atriplex angulata,Amaranthaceae,0.89,-34.356,143.596,17.1,288
1750,Atriplex nummularia,Amaranthaceae,1.79,-34.356,143.596,17.1,288
1751,Atriplex vesicaria,Amaranthaceae,0.35,-34.356,143.596,17.1,288
1752,Chenopodium desertorum,Amaranthaceae,0.11,-34.356,143.596,17.1,288
1753,Dissocarpus biflorus,Amaranthaceae,0.11,-34.356,143.596,17.1,288
1754,Einadia nutans,Amaranthaceae,0.23,-34.356,143.596,17.1,288
1755,Enchylaena tomentosa,Amaranthaceae,0.09,-34.356,143.596,17.1,288
1756,Maireana appressa,Amaranthaceae,0.04,-34.356,143.596,17.1,288
1757,Maireana pyramidata,Amaranthaceae,0.03,-34.356,143.596,17.1,288
1758,Osteocarpum acropterum,Amaranthaceae,0.03,-34.356,143.596,17.1,288
1759,Salsola kali,Amaranthaceae,0.09,-34.356,143.596,17.1,288
1760,Sclerolaena brachyptera,Amaranthaceae,0.08,-34.356,143.596,17.1,288
1761,Sclerolaena divaricata,Amaranthaceae,0.08,-34.356,143.596,17.1,288
1762,Sclerolaena obliquicuspis,Amaranthaceae,0.08,-34.356,143.596,17.1,288
1763,Syzygium smithii,Myrtaceae,11.91,-34.15,151.033,17.2,1229
1764,Cassine australis,Celastraceae,27.51,-34.15,151.033,17.2,1229
1765,Ceratopetalum apetalum,Cunoniaceae,38.65,-34.15,151.033,17.2,1229
1766,Citriobatus pauciflorus,Pittosporaceae,0.48,-34.15,151.033,17.2,1229
1767,Cryptocarya sp1767,Lauraceae,31.42,-34.15,151.033,17.2,1229
1768,Diospyros australis,Ebenaceae,15.48,-34.15,151.033,17.2,1229
1769,Eustrephus latifolius,Asparagaceae,7.58,-34.15,151.033,17.2,1229
1770,Flagellaria indica,Flagellariaceae,16.12,-34.15,151.033,17.2,1229
1771,Alchornea scandens,Euphorbiaceae,39.91,-34.15,151.033,17.2,1229
1772,Pergularia flavescens,Apocynaceae,12.24,-34.15,151.033,17.2,1229
1773,Morinda jasminoides,Rubiaceae,6.85,-34.15,151.033,17.2,1229
1774,Parsonsia straminea,Apocynaceae,16.06,-34.15,151.033,17.2,1229
1775,Polyosma cunninghamii,Escalloniaceae,19.76,-34.15,151.033,17.2,1229
1776,Rapanea sp1776,Primulaceae,19.41,-34.15,151.033,17.2,1229
1777,Drimys insipida,Winteraceae,30.34,-34.15,151.033,17.2,1229
1778,Wilkiea hugeliana,Monimiaceae,36.06,-34.15,151.033,17.2,1229
1779,Acacia homalophylla,Fabaceae,3.13,-32.239,148.363,17.2,527
1780,Brachychiton populneus,Malvaceae,11.98,-32.239,148.363,17.2,527
1781,Callitris columellaris,Cupressaceae,0.22,-32.239,148.363,17.2,527
1782,Chenopodium desertorum,Amaranthaceae,0.25,-32.239,148.363,17.2,527
1783,Einadia nutans,Amaranthaceae,0.23,-32.239,148.363,17.2,527
1784,Enchylaena tomentosa,Amaranthaceae,0.05,-32.239,148.363,17.2,527
1785,Eucalyptus dealbata,Myrtaceae,11.98,-32.239,148.363,17.2,527
1786,Eucalyptus populnea,Myrtaceae,10.79,-32.239,148.363,17.2,527
1787,Eucalyptus sp1787,Myrtaceae,9.89,-32.239,148.363,17.2,527
1788,Lomandra effusa,Asparagaceae,3.14,-32.239,148.363,17.2,527
1789,Maireana microphylla,Amaranthaceae,0.02,-32.239,148.363,17.2,527
1791,Minuria denticulata,Asteraceae,0.09,-32.239,148.363,17.2,527
1792,Salsola kali,Amaranthaceae,0.05,-32.239,148.363,17.2,527
1793,Sclerolaena sp1793,Amaranthaceae,0.04,-32.239,148.363,17.2,527
1795,Acacia decora,Fabaceae,0.77,-31.291,148.979,15.7,630
1796,Acrotriche rigida,Ericaceae,0.28,-31.291,148.979,15.7,630
1797,Brachychiton populneus,Malvaceae,12.92,-31.291,148.979,15.7,630
1798,Brachyloma daphnoides,Ericaceae,0.58,-31.291,148.979,15.7,630
1799,Bursaria spinosa,Pittosporaceae,0.52,-31.291,148.979,15.7,630
1800,Cymbidium canaliculatum,Orchidaceae,19.03,-31.291,148.979,15.7,630
1801,Rytidosperma setaceum,Poaceae,1.53,-31.291,148.979,15.7,630
1802,Dianella longifolia,Xanthorrhoeaceae,3.43,-31.291,148.979,15.7,630
1803,Dodonaea viscosa,Sapindaceae,3.29,-31.291,148.979,15.7,630
1804,Exocarpos cupressiformis,Santalaceae,0.42,-31.291,148.979,15.7,630
1805,Gompholobium foliolosum,Fabaceae,0.29,-31.291,148.979,15.7,630
1806,Hibbertia linearis,Dilleniaceae,0.75,-31.291,148.979,15.7,630
1807,Lepidosperma laterale,Cyperaceae,3.48,-31.291,148.979,15.7,630
1808,Lomandra filiformis,Asparagaceae,1.62,-31.291,148.979,15.7,630
1809,(u_Loranthaceae sp1809,Loranthaceae,11.26,-31.291,148.979,15.7,630
1810,Olearia elliptica,Asteraceae,4.62,-31.291,148.979,15.7,630
1811,Persoonia cuspidifera,Proteaceae,0.14,-31.291,148.979,15.7,630
1812,Santalum acuminatum,Santalaceae,5.33,-31.291,148.979,15.7,630
1813,Styphelia triflora,Ericaceae,1.74,-31.291,148.979,15.7,630
1814,Acacia melanoxylon,Fabaceae,15.38,-31.851,150.686,13,863
1815,Angophora floribunda,Myrtaceae,22.27,-31.851,150.686,13,863
1816,Casuarina cunninghamiana,Casuarinaceae,0.19,-31.851,150.686,13,863
1817,Claoxylon australe,Euphorbiaceae,29.67,-31.851,150.686,13,863
1818,Clematis glycinoides,Ranunculaceae,3.46,-31.851,150.686,13,863
1819,Echinopogon sp1819,Poaceae,0.4,-31.851,150.686,13,863
1820,Eucalyptus viminalis,Myrtaceae,15.49,-31.851,150.686,13,863
1821,Eustrephus latifolius,Asparagaceae,8.89,-31.851,150.686,13,863
1822,Hibbertia scandens,Dilleniaceae,4.01,-31.851,150.686,13,863
1823,Oplismenus hirtellus,Poaceae,0.23,-31.851,150.686,13,863
1824,Phytolacca octandra,Phytolaccaceae,8.64,-31.851,150.686,13,863
1825,Pittosporum undulatum,Pittosporaceae,29.58,-31.851,150.686,13,863
1826,Toona sp1826,Meliaceae,11.35,-31.851,150.686,13,863
1827,Vincetoxicum barbatum,Apocynaceae,4.81,-31.851,150.686,13,863
1828,Viola hederacea,Violaceae,1.04,-31.851,150.686,13,863
1829,Acacia sp1829,Fabaceae,18.88,-32.45,150.267,16.7,575
1830,Acacia doratoxylon,Fabaceae,5.5,-32.45,150.267,16.7,575
1831,Acacia penninervis,Fabaceae,6.55,-32.45,150.267,16.7,575
1832,Allocasuarina littoralis,Casuarinaceae,0.37,-32.45,150.267,16.7,575
1833,Amyema miquelii,Loranthaceae,8.81,-32.45,150.267,16.7,575
1834,Callitris endlicheri,Cupressaceae,0.24,-32.45,150.267,16.7,575
1835,Cassinia cunninghamii,Asteraceae,0.07,-32.45,150.267,16.7,575
1836,Dodonaea triangularis,Sapindaceae,1.94,-32.45,150.267,16.7,575
1837,Eucalyptus oblonga,Myrtaceae,12.55,-32.45,150.267,16.7,575
1838,Eucalyptus propinqua,Myrtaceae,16.1,-32.45,150.267,16.7,575
1839,Exocarpos cupressiformis,Santalaceae,0.95,-32.45,150.267,16.7,575
1840,Goodenia sp1840,Goodeniaceae,1.85,-32.45,150.267,16.7,575
1841,Hardenbergia violacea,Fabaceae,7.72,-32.45,150.267,16.7,575
1842,Hovea lanceolata,Fabaceae,4.55,-32.45,150.267,16.7,575
1843,Leucopogon sp1843,Ericaceae,0.21,-32.45,150.267,16.7,575
1844,Lomandra confertifolia,Asparagaceae,2.21,-32.45,150.267,16.7,575
1845,Persoonia linearis,Proteaceae,1.24,-32.45,150.267,16.7,575
1846,Phebalium squamulosum,Rutaceae,1.04,-32.45,150.267,16.7,575
1847,Acacia longissima,Fabaceae,2.84,-30.321,152.972,18.3,2034
1848,Allocasuarina torulosa,Casuarinaceae,0.7,-30.321,152.972,18.3,2034
1849,Alpinia caerulea,Zingiberaceae,129.72,-30.321,152.972,18.3,2034
1850,Archirhodomyrtus beckleri,Myrtaceae,8.64,-30.321,152.972,18.3,2034
1851,Archontophoenix cunninghamiana,Arecaceae,114.09,-30.321,152.972,18.3,2034
1852,Blechnum occidentale,Blechnaceae,7.92,-30.321,152.972,18.3,2034
1853,Breynia oblongifolia,Phyllanthaceae,6.28,-30.321,152.972,18.3,2034
1854,Callicoma serratifolia,Cunoniaceae,27.26,-30.321,152.972,18.3,2034
1855,Cissus hypoglauca,Vitaceae,28.76,-30.321,152.972,18.3,2034
1856,Clematis aristata,Ranunculaceae,34.07,-30.321,152.972,18.3,2034
1857,Cordyline congesta,Asparagaceae,32.36,-30.321,152.972,18.3,2034
1858,Cryptocarya glaucescens,Lauraceae,32.71,-30.321,152.972,18.3,2034
1859,Cryptocarya microneura,Lauraceae,26.86,-30.321,152.972,18.3,2034
1860,Desmodium varians,Fabaceae,0.81,-30.321,152.972,18.3,2034
1861,Dianella caerulea,Xanthorrhoeaceae,11.6,-30.321,152.972,18.3,2034
1862,Dioscorea transversa,Dioscoreaceae,12.78,-30.321,152.972,18.3,2034
1863,Elaeocarpus reticulatus,Elaeocarpaceae,20.06,-30.321,152.972,18.3,2034
1864,Eupomatia laurina,Eupomatiaceae,34.64,-30.321,152.972,18.3,2034
1865,Ficus coronata,Moraceae,36.72,-30.321,152.972,18.3,2034
1866,Geitonoplesium cymosum,Xanthorrhoeaceae,9.04,-30.321,152.972,18.3,2034
1867,Glycine clandestina,Fabaceae,0.94,-30.321,152.972,18.3,2034
1868,Gymnostachys anceps,Araceae,49.03,-30.321,152.972,18.3,2034
1869,Hibbertia scandens,Dilleniaceae,23.16,-30.321,152.972,18.3,2034
1870,Imperata cylindrica,Poaceae,8.2,-30.321,152.972,18.3,2034
1871,Lantana camara,Verbenaceae,27.49,-30.321,152.972,18.3,2034
1872,Lobelia trigonocaulis,Campanulaceae,3.23,-30.321,152.972,18.3,2034
1873,Lomandra longifolia,Asparagaceae,19.54,-30.321,152.972,18.3,2034
1874,Parsonsia straminea,Apocynaceae,50.03,-30.321,152.972,18.3,2034
1875,Psychotria loniceroides,Rubiaceae,19.18,-30.321,152.972,18.3,2034
1876,Pteridium esculentum,Dennstaedtiaceae,5.73,-30.321,152.972,18.3,2034
1877,Ripogonum fawcettianum,Rhipogonaceae,4.67,-30.321,152.972,18.3,2034
1878,Rubus hillii,Rosaceae,16.84,-30.321,152.972,18.3,2034
1879,Smilax australis,Smilacaceae,40,-30.321,152.972,18.3,2034
1880,Smilax glycophylla,Smilacaceae,12.83,-30.321,152.972,18.3,2034
1882,Stephania japonica,Menispermaceae,22.12,-30.321,152.972,18.3,2034
1883,Syncarpia glomulifera,Myrtaceae,13.57,-30.321,152.972,18.3,2034
1884,Synoum glandulosum,Meliaceae,19,-30.321,152.972,18.3,2034
1885,Viola hederacea,Violaceae,1.88,-30.321,152.972,18.3,2034
1886,Wilkiea hugeliana,Monimiaceae,20.12,-30.321,152.972,18.3,2034
1887,Acacia sp1887,Fabaceae,0.46,-30.852,142.585,18.8,241
1888,Calotis cuneifolia,Asteraceae,0.5,-30.852,142.585,18.8,241
1889,Enchylaena tomentosa,Amaranthaceae,0.13,-30.852,142.585,18.8,241
1890,Eragrostis sp1890,Poaceae,0.18,-30.852,142.585,18.8,241
1891,Eremophila latrobei,Scrophulariaceae,0.15,-30.852,142.585,18.8,241
1892,Myriocephalus rhizocephalus,Asteraceae,0.12,-30.852,142.585,18.8,241
1893,Ptilotus obovatus,Amaranthaceae,1.07,-30.852,142.585,18.8,241
1894,Rhagodia spinescens,Amaranthaceae,1.07,-30.852,142.585,18.8,241
1895,Rutidosis helichrysoides,Asteraceae,0.64,-30.852,142.585,18.8,241
1896,Sclerolaena convexula,Amaranthaceae,0.06,-30.852,142.585,18.8,241
1897,Sida sp1897,Malvaceae,1.27,-30.852,142.585,18.8,241
1898,Solanum quadriloculatum,Solanaceae,10.4,-30.852,142.585,18.8,241
1899,Acacia aneura,Fabaceae,1.22,-31.51,145.798,18.3,341
1900,Acacia brachystachya,Fabaceae,0.79,-31.51,145.798,18.3,341
1901,Atriplex stipitata,Amaranthaceae,0.14,-31.51,145.798,18.3,341
1902,Eremophila deserti,Scrophulariaceae,1.22,-31.51,145.798,18.3,341
1903,Geijera parviflora,Rutaceae,6.7,-31.51,145.798,18.3,341
1904,Maireana pyramidata,Amaranthaceae,0.05,-31.51,145.798,18.3,341
1905,Rhagodia spinescens,Amaranthaceae,0.04,-31.51,145.798,18.3,341
1906,Crossotoma spinescens,Goodeniaceae,0.16,-31.51,145.798,18.3,341
1907,Sclerolaena bicornis,Amaranthaceae,0.08,-31.51,145.798,18.3,341
1908,Senna artemisioides,Fabaceae,0.12,-31.51,145.798,18.3,341
1909,Acacia irrorata,Fabaceae,0.02,-31.982,151.816,15,1291
1910,Amyema pendula,Loranthaceae,10.48,-31.982,151.816,15,1291
1911,Angophora sp1911,Myrtaceae,13.62,-31.982,151.816,15,1291
1912,Bursaria spinosa,Pittosporaceae,0.52,-31.982,151.816,15,1291
1913,Cissus antarctica,Vitaceae,35.38,-31.982,151.816,15,1291
1914,Desmodium sp1914,Fabaceae,0.2,-31.982,151.816,15,1291
1915,Dianella caerulea,Xanthorrhoeaceae,7.7,-31.982,151.816,15,1291
1916,Diospyros australis,Ebenaceae,14.25,-31.982,151.816,15,1291
1917,Eucalyptus obliqua,Myrtaceae,16.79,-31.982,151.816,15,1291
1918,Eucalyptus saligna,Myrtaceae,36.49,-31.982,151.816,15,1291
1919,Eupomatia laurina,Eupomatiaceae,34.28,-31.982,151.816,15,1291
1920,Eustrephus latifolius,Asparagaceae,2.87,-31.982,151.816,15,1291
1921,Exocarpos cupressiformis,Santalaceae,0.16,-31.982,151.816,15,1291
1922,Galium propinquum,Rubiaceae,0.05,-31.982,151.816,15,1291
1923,Helichrysum elatum,Asteraceae,6.37,-31.982,151.816,15,1291
1924,Hibbertia dentata,Dilleniaceae,4.63,-31.982,151.816,15,1291
1925,Hibbertia scandens,Dilleniaceae,11.45,-31.982,151.816,15,1291
1926,Lomandra longifolia,Asparagaceae,28.13,-31.982,151.816,15,1291
1927,Ochrosia moorei,Apocynaceae,24.98,-31.982,151.816,15,1291
1928,Olearia erubescens,Asteraceae,6.27,-31.982,151.816,15,1291
1930,Lobelia purpurascens,Campanulaceae,0.48,-31.982,151.816,15,1291
1931,Psychotria loniceroides,Rubiaceae,16.49,-31.982,151.816,15,1291
1932,Pteridium esculentum,Dennstaedtiaceae,3.9,-31.982,151.816,15,1291
1933,Rubus hillii,Rosaceae,14.4,-31.982,151.816,15,1291
1934,Santalum obtusifolium,Santalaceae,3.12,-31.982,151.816,15,1291
1935,Synoum glandulosum,Meliaceae,10.46,-31.982,151.816,15,1291
1936,Tristaniopsis collina,Myrtaceae,9.06,-31.982,151.816,15,1291
1937,Trochocarpa laurina,Ericaceae,7.35,-31.982,151.816,15,1291
1938,Veronica plebeia,Plantaginaceae,0.3,-31.982,151.816,15,1291
1939,Viola hederacea,Violaceae,1.5,-31.982,151.816,15,1291
1940,Zieria smithii,Rutaceae,4.38,-31.982,151.816,15,1291
1941,Acacia paradoxa,Fabaceae,0.32,-31.317,148.994,15.3,639
1942,Beyeria viscosa,Euphorbiaceae,1.1,-31.317,148.994,15.3,639
1943,Brachychiton populneus,Malvaceae,22.76,-31.317,148.994,15.3,639
1944,Bursaria spinosa,Pittosporaceae,0.16,-31.317,148.994,15.3,639
1945,Callitris endlicheri,Cupressaceae,0.39,-31.317,148.994,15.3,639
1946,Cassinia quinquefaria,Asteraceae,0.11,-31.317,148.994,15.3,639
1947,Clematis glycinoides,Ranunculaceae,13.53,-31.317,148.994,15.3,639
1948,Rytidosperma setaceum,Poaceae,1.34,-31.317,148.994,15.3,639
1949,Dodonaea viscosa,Sapindaceae,4.41,-31.317,148.994,15.3,639
1950,Notelaea microcarpa,Oleaceae,4.8,-31.317,148.994,15.3,639
1951,Acacia aneura,Fabaceae,1.6,-31.726,142.675,19,222
1952,Acacia brachystachya,Fabaceae,1.81,-31.726,142.675,19,222
1953,Acacia tetragonophylla,Fabaceae,0.15,-31.726,142.675,19,222
1954,Alectryon oleifolius,Sapindaceae,1.76,-31.726,142.675,19,222
1955,Casuarina pauper,Casuarinaceae,1.23,-31.726,142.675,19,222
1956,Enchylaena tomentosa,Amaranthaceae,0.13,-31.726,142.675,19,222
1957,Eriostemon linearis,Rutaceae,0.07,-31.726,142.675,19,222
1958,Maireana sedifolia,Amaranthaceae,0.05,-31.726,142.675,19,222
1959,Ptilotus obovatus,Amaranthaceae,0.33,-31.726,142.675,19,222
1960,Rhagodia ulicina,Amaranthaceae,0.2,-31.726,142.675,19,222
1961,Sclerolaena divaricata,Amaranthaceae,0.18,-31.726,142.675,19,222
1962,Sclerolaena patenticuspis,Amaranthaceae,0.09,-31.726,142.675,19,222
1963,Senna artemisioides,Fabaceae,0.13,-31.726,142.675,19,222
