Image Number,Image,Predication Number,Label Name,Confidence,Pixel Area Mask,cm Area Mask,Pixel Length,cm Length ,Pixel Width,cm Width ,Box Rotation Degrees,Validation Number,Pixel Area Validation,Pixel Length Validation,Pixel Width Validation,Box Rotation Degrees Validation,Pixel Area Accuracy %,Pixel Length Accuracy %,Pixel Width Accuracy %,Box Rotation Degrees Accuracy %,IOU %,Prediction,Validation,Prediction & Validation,Predication No Validation,Validation No Predication
110,NSW129531,4,fullLeaf,89,2806,3.12,86,2.87,48,1.6,7,,,,,,,,,,,1,0,0,0,0
110,NSW129531,5,fullLeaf,86,4066,4.52,88,2.93,66,2.2,122,,,,,,,,,,,1,0,0,0,0
110,NSW129531,6,fullLeaf,78,2227,2.47,74,2.47,42,1.4,119,,,,,,,,,,,1,0,0,0,0
111,NSW129532,1,fullLeaf,95,6816,7.57,168,5.6,65,2.17,160,,,,,,,,,,,1,0,0,0,0
111,NSW129532,2,fullLeaf,92,6717,7.46,158,5.27,71,2.37,99,,,,,,,,,,,1,0,0,0,0
111,NSW129532,3,fullLeaf,89,3216,3.57,94,3.13,48,1.6,136,,,,,,,,,,,1,0,0,0,0
111,NSW129532,4,fullLeaf,87,5381,5.98,122,4.07,66,2.2,106,,,,,,,,,,,1,0,0,0,0
111,NSW129532,5,fullLeaf,86,4978,5.53,130,4.33,54,1.8,5,,,,,,,,,,,1,0,0,0,0
111,NSW129532,6,fullLeaf,86,7191,7.99,160,5.33,66,2.2,0,,,,,,,,,,,1,0,0,0,0
111,NSW129532,7,fullLeaf,82,5219,5.8,134,4.47,60,2.0,120,,,,,,,,,,,1,0,0,0,0
111,NSW129532,8,fullLeaf,82,4918,5.46,126,4.2,55,1.83,144,,,,,,,,,,,1,0,0,0,0
111,NSW129532,9,fullLeaf,80,3777,4.2,122,4.07,49,1.63,4,,,,,,,,,,,1,0,0,0,0
111,NSW129532,10,fullLeaf,80,3059,3.4,110,3.67,42,1.4,20,,,,,,,,,,,1,0,0,0,0
111,NSW129532,11,fullLeaf,74,3904,4.34,122,4.07,48,1.6,13,,,,,,,,,,,1,0,0,0,0
111,NSW129532,12,fullLeaf,72,2430,2.7,104,3.47,42,1.4,96,,,,,,,,,,,1,0,0,0,0
111,NSW129532,13,fullLeaf,71,5291,5.88,120,4.0,65,2.17,63,,,,,,,,,,,1,0,0,0,0
112,NSW129533,1,fullLeaf,95,3187,3.54,90,3.0,52,1.73,107,,,,,,,,,,,1,0,0,0,0
112,NSW129533,2,fullLeaf,94,6768,7.52,160,5.33,64,2.13,13,,,,,,,,,,,1,0,0,0,0
112,NSW129533,3,fullLeaf,92,4916,5.46,112,3.73,62,2.07,83,,,,,,,,,,,1,0,0,0,0
112,NSW129533,4,fullLeaf,90,7958,8.84,160,5.33,73,2.43,15,,,,,,,,,,,1,0,0,0,0
112,NSW129533,5,fullLeaf,86,5011,5.57,126,4.2,63,2.1,94,,,,,,,,,,,1,0,0,0,0
112,NSW129533,6,fullLeaf,83,8964,9.96,150,5.0,83,2.77,95,,,,,,,,,,,1,0,0,0,0
112,NSW129533,7,fullLeaf,83,3585,3.98,104,3.47,50,1.67,46,,,,,,,,,,,1,0,0,0,0
112,NSW129533,8,fullLeaf,83,4437,4.93,118,3.93,57,1.9,21,,,,,,,,,,,1,0,0,0,0
112,NSW129533,9,fullLeaf,80,7575,8.42,148,4.93,76,2.53,105,,,,,,,,,,,1,0,0,0,0
112,NSW129533,10,fullLeaf,79,2991,3.32,84,2.8,53,1.77,33,,,,,,,,,,,1,0,0,0,0
112,NSW129533,11,fullLeaf,77,1886,2.1,74,2.47,39,1.3,39,,,,,,,,,,,1,0,0,0,0
112,NSW129533,12,fullLeaf,76,3303,3.67,90,3.0,58,1.93,103,,,,,,,,,,,1,0,0,0,0
112,NSW129533,13,fullLeaf,75,4204,4.67,114,3.8,53,1.77,106,,,,,,,,,,,1,0,0,0,0
112,NSW129533,14,fullLeaf,74,6247,6.94,136,4.53,66,2.2,13,,,,,,,,,,,1,0,0,0,0
112,NSW129533,15,fullLeaf,70,3313,3.68,86,2.87,55,1.83,115,,,,,,,,,,,1,0,0,0,0
113,NSW129536,1,fullLeaf,97,5137,5.71,132,4.4,58,1.93,38,,,,,,,,,,,1,0,0,0,0
113,NSW129536,2,fullLeaf,91,6120,6.8,144,4.8,64,2.13,39,,,,,,,,,,,1,0,0,0,0
113,NSW129536,3,fullLeaf,87,4273,4.75,96,3.2,65,2.17,107,,,,,,,,,,,1,0,0,0,0
113,NSW129536,4,fullLeaf,85,5149,5.72,140,4.67,55,1.83,4,,,,,,,,,,,1,0,0,0,0
113,NSW129536,5,fullLeaf,84,2991,3.32,98,3.27,47,1.57,22,,,,,,,,,,,1,0,0,0,0
113,NSW129536,6,fullLeaf,83,6571,7.3,170,5.67,63,2.1,127,,,,,,,,,,,1,0,0,0,0
113,NSW129536,7,fullLeaf,81,6425,7.14,138,4.6,70,2.33,149,,,,,,,,,,,1,0,0,0,0
113,NSW129536,8,fullLeaf,80,2591,2.88,108,3.6,48,1.6,141,,,,,,,,,,,1,0,0,0,0
113,NSW129536,9,fullLeaf,77,2693,2.99,80,2.67,51,1.7,60,,,,,,,,,,,1,0,0,0,0
114,NSW129537,1,fullLeaf,93,4188,4.65,118,3.93,53,1.77,95,,,,,,,,,,,1,0,0,0,0
114,NSW129537,2,fullLeaf,89,3429,3.81,102,3.4,54,1.8,109,,,,,,,,,,,1,0,0,0,0
114,NSW129537,3,fullLeaf,89,1669,1.85,70,2.33,37,1.23,90,,,,,,,,,,,1,0,0,0,0
114,NSW129537,4,fullLeaf,88,3305,3.67,92,3.07,51,1.7,49,,,,,,,,,,,1,0,0,0,0
114,NSW129537,5,fullLeaf,87,2675,2.97,92,3.07,45,1.5,11,,,,,,,,,,,1,0,0,0,0
114,NSW129537,6,fullLeaf,84,3159,3.51,98,3.27,50,1.67,56,,,,,,,,,,,1,0,0,0,0
114,NSW129537,7,fullLeaf,82,3044,3.38,102,3.4,46,1.53,32,,,,,,,,,,,1,0,0,0,0
114,NSW129537,8,fullLeaf,82,2642,2.94,100,3.33,38,1.27,21,,,,,,,,,,,1,0,0,0,0
114,NSW129537,9,fullLeaf,80,3747,4.16,122,4.07,48,1.6,138,,,,,,,,,,,1,0,0,0,0
114,NSW129537,10,fullLeaf,76,3341,3.71,104,3.47,51,1.7,18,,,,,,,,,,,1,0,0,0,0
114,NSW129537,11,fullLeaf,75,3731,4.15,86,2.87,61,2.03,105,,,,,,,,,,,1,0,0,0,0
115,NSW129538,1,fullLeaf,88,3220,3.58,88,2.93,52,1.73,10,,,,,,,,,,,1,0,0,0,0
115,NSW129538,2,fullLeaf,84,3317,3.69,82,2.73,56,1.87,5,,,,,,,,,,,1,0,0,0,0
115,NSW129538,3,fullLeaf,77,1325,1.47,52,1.73,36,1.2,66,,,,,,,,,,,1,0,0,0,0
115,NSW129538,4,fullLeaf,70,3057,3.4,80,2.67,53,1.77,101,,,,,,,,,,,1,0,0,0,0
116,NSW129539,1,fullLeaf,93,3628,4.03,94,3.13,56,1.87,101,,,,,,,,,,,1,0,0,0,0
116,NSW129539,2,fullLeaf,80,7086,7.87,140,4.67,73,2.43,13,,,,,,,,,,,1,0,0,0,0
116,NSW129539,3,fullLeaf,71,5518,6.13,126,4.2,66,2.2,39,,,,,,,,,,,1,0,0,0,0
117,NSW129540,1,fullLeaf,95,3615,4.02,122,4.07,48,1.6,98,,,,,,,,,,,1,0,0,0,0
117,NSW129540,2,fullLeaf,93,5024,5.58,124,4.13,56,1.87,99,,,,,,,,,,,1,0,0,0,0
117,NSW129540,3,fullLeaf,93,5536,6.15,130,4.33,64,2.13,52,,,,,,,,,,,1,0,0,0,0
117,NSW129540,4,fullLeaf,93,4978,5.53,122,4.07,62,2.07,121,,,,,,,,,,,1,0,0,0,0
117,NSW129540,5,fullLeaf,89,7523,8.36,148,4.93,68,2.27,119,,,,,,,,,,,1,0,0,0,0
117,NSW129540,6,fullLeaf,87,4144,4.6,124,4.13,50,1.67,72,,,,,,,,,,,1,0,0,0,0
117,NSW129540,7,fullLeaf,82,5119,5.69,172,5.73,50,1.67,0,,,,,,,,,,,1,0,0,0,0
117,NSW129540,8,fullLeaf,80,3039,3.38,90,3.0,48,1.6,0,,,,,,,,,,,1,0,0,0,0
117,NSW129540,9,fullLeaf,74,3944,4.38,112,3.73,52,1.73,65,,,,,,,,,,,1,0,0,0,0
118,NSW129541,1,fullLeaf,87,3863,4.29,88,2.93,58,1.93,10,,,,,,,,,,,1,0,0,0,0
118,NSW129541,2,fullLeaf,87,3759,4.18,104,3.47,52,1.73,139,,,,,,,,,,,1,0,0,0,0
118,NSW129541,3,fullLeaf,87,4043,4.49,100,3.33,56,1.87,28,,,,,,,,,,,1,0,0,0,0
118,NSW129541,4,fullLeaf,83,2088,2.32,70,2.33,42,1.4,90,,,,,,,,,,,1,0,0,0,0
118,NSW129541,5,fullLeaf,82,3470,3.86,94,3.13,53,1.77,54,,,,,,,,,,,1,0,0,0,0
118,NSW129541,6,fullLeaf,82,4222,4.69,108,3.6,58,1.93,82,,,,,,,,,,,1,0,0,0,0
118,NSW129541,7,fullLeaf,81,1777,1.97,72,2.4,37,1.23,0,,,,,,,,,,,1,0,0,0,0
118,NSW129541,8,fullLeaf,78,3001,3.33,84,2.8,52,1.73,90,,,,,,,,,,,1,0,0,0,0
118,NSW129541,9,fullLeaf,76,1579,1.75,68,2.27,34,1.13,103,,,,,,,,,,,1,0,0,0,0
118,NSW129541,10,fullLeaf,75,2638,2.93,78,2.6,46,1.53,47,,,,,,,,,,,1,0,0,0,0
118,NSW129541,11,fullLeaf,73,3051,3.39,94,3.13,49,1.63,22,,,,,,,,,,,1,0,0,0,0
119,NSW129542,1,fullLeaf,92,7157,7.95,146,4.87,72,2.4,8,,,,,,,,,,,1,0,0,0,0
119,NSW129542,2,fullLeaf,88,7165,7.96,140,4.67,72,2.4,21,,,,,,,,,,,1,0,0,0,0
119,NSW129542,3,fullLeaf,77,8012,8.9,146,4.87,70,2.33,154,,,,,,,,,,,1,0,0,0,0
120,NSW129544,1,fullLeaf,78,4138,4.6,102,3.4,60,2.0,142,,,,,,,,,,,1,0,0,0,0
120,NSW129544,2,fullLeaf,76,4038,4.49,104,3.47,59,1.97,126,,,,,,,,,,,1,0,0,0,0
122,NSW129548,1,fullLeaf,90,11705,13.01,196,6.53,95,3.17,10,,,,,,,,,,,1,0,0,0,0
122,NSW129548,2,fullLeaf,76,7853,8.73,192,6.4,74,2.47,36,,,,,,,,,,,1,0,0,0,0
122,NSW129548,3,fullLeaf,74,17017,18.91,238,7.93,117,3.9,148,,,,,,,,,,,1,0,0,0,0
123,NSW129549,1,fullLeaf,98,10740,11.93,204,6.8,79,2.63,137,,,,,,,,,,,1,0,0,0,0
123,NSW129549,2,fullLeaf,92,17687,19.65,226,7.53,115,3.83,155,,,,,,,,,,,1,0,0,0,0
123,NSW129549,3,fullLeaf,90,21267,23.63,228,7.6,137,4.57,150,,,,,,,,,,,1,0,0,0,0
123,NSW129549,4,fullLeaf,89,17771,19.75,248,8.27,112,3.73,19,,,,,,,,,,,1,0,0,0,0
123,NSW129549,5,fullLeaf,86,19403,21.56,250,8.33,121,4.03,21,,,,,,,,,,,1,0,0,0,0
123,NSW129549,6,fullLeaf,84,10420,11.58,246,8.2,91,3.03,2,,,,,,,,,,,1,0,0,0,0
123,NSW129549,7,fullLeaf,76,11633,12.93,198,6.6,111,3.7,120,,,,,,,,,,,1,0,0,0,0
124,NSW129550,1,fullLeaf,90,8097,9.0,186,6.2,77,2.57,35,,,,,,,,,,,1,0,0,0,0
124,NSW129550,2,fullLeaf,90,9031,10.03,172,5.73,71,2.37,87,,,,,,,,,,,1,0,0,0,0
124,NSW129550,3,fullLeaf,85,8685,9.65,164,5.47,85,2.83,114,,,,,,,,,,,1,0,0,0,0
124,NSW129550,4,fullLeaf,85,10988,12.21,194,6.47,92,3.07,97,,,,,,,,,,,1,0,0,0,0
124,NSW129550,5,fullLeaf,79,14494,16.1,230,7.67,107,3.57,138,,,,,,,,,,,1,0,0,0,0
124,NSW129550,6,fullLeaf,77,3859,4.29,144,4.8,45,1.5,1,,,,,,,,,,,1,0,0,0,0
125,NSW129552,1,fullLeaf,93,17876,19.86,216,7.2,122,4.07,48,,,,,,,,,,,1,0,0,0,0
125,NSW129552,2,fullLeaf,92,11360,12.62,176,5.87,94,3.13,56,,,,,,,,,,,1,0,0,0,0
125,NSW129552,3,fullLeaf,88,7086,7.87,146,4.87,72,2.4,54,,,,,,,,,,,1,0,0,0,0
125,NSW129552,4,fullLeaf,82,10392,11.55,168,5.6,89,2.97,151,,,,,,,,,,,1,0,0,0,0
125,NSW129552,5,fullLeaf,79,10814,12.02,148,4.93,102,3.4,90,,,,,,,,,,,1,0,0,0,0
126,NSW129554,1,fullLeaf,96,20754,23.06,230,7.67,124,4.13,0,,,,,,,,,,,1,0,0,0,0
126,NSW129554,2,fullLeaf,94,28383,31.54,284,9.47,142,4.73,156,,,,,,,,,,,1,0,0,0,0
126,NSW129554,3,fullLeaf,88,26520,29.47,286,9.53,132,4.4,157,,,,,,,,,,,1,0,0,0,0
128,NSW129557,1,fullLeaf,93,6312,7.01,114,3.8,77,2.57,9,,,,,,,,,,,1,0,0,0,0
128,NSW129557,2,fullLeaf,91,15308,17.01,194,6.47,114,3.8,69,,,,,,,,,,,1,0,0,0,0
128,NSW129557,3,fullLeaf,89,8241,9.16,132,4.4,90,3.0,10,,,,,,,,,,,1,0,0,0,0
128,NSW129557,4,fullLeaf,88,4706,5.23,136,4.53,56,1.87,15,,,,,,,,,,,1,0,0,0,0
128,NSW129557,5,fullLeaf,87,5777,6.42,156,5.2,63,2.1,105,,,,,,,,,,,1,0,0,0,0
128,NSW129557,6,fullLeaf,87,11045,12.27,184,6.13,98,3.27,156,,,,,,,,,,,1,0,0,0,0
128,NSW129557,7,fullLeaf,83,12365,13.74,164,5.47,109,3.63,53,,,,,,,,,,,1,0,0,0,0
128,NSW129557,8,fullLeaf,81,7208,8.01,138,4.6,76,2.53,0,,,,,,,,,,,1,0,0,0,0
128,NSW129557,9,fullLeaf,81,14286,15.87,178,5.93,120,4.0,133,,,,,,,,,,,1,0,0,0,0
128,NSW129557,10,fullLeaf,77,6240,6.93,122,4.07,71,2.37,29,,,,,,,,,,,1,0,0,0,0
128,NSW129557,11,fullLeaf,74,6034,6.7,102,3.4,89,2.97,97,,,,,,,,,,,1,0,0,0,0
128,NSW129557,12,fullLeaf,71,2206,2.45,84,2.8,42,1.4,151,,,,,,,,,,,1,0,0,0,0
128,NSW129557,13,fullLeaf,71,5852,6.5,124,4.13,73,2.43,65,,,,,,,,,,,1,0,0,0,0
129,NSW129558,1,fullLeaf,91,4868,5.41,132,4.4,58,1.93,150,,,,,,,,,,,1,0,0,0,0
129,NSW129558,2,fullLeaf,84,6944,7.72,152,5.07,71,2.37,26,,,,,,,,,,,1,0,0,0,0
129,NSW129558,3,fullLeaf,83,11460,12.73,204,6.8,85,2.83,6,,,,,,,,,,,1,0,0,0,0
129,NSW129558,4,fullLeaf,78,6529,7.25,154,5.13,73,2.43,105,,,,,,,,,,,1,0,0,0,0
129,NSW129558,5,fullLeaf,78,9722,10.8,198,6.6,85,2.83,1,,,,,,,,,,,1,0,0,0,0
130,NSW129559,1,fullLeaf,91,9223,10.25,182,6.07,77,2.57,15,,,,,,,,,,,1,0,0,0,0
130,NSW129559,2,fullLeaf,88,5315,5.91,126,4.2,66,2.2,140,,,,,,,,,,,1,0,0,0,0
130,NSW129559,3,fullLeaf,88,8344,9.27,172,5.73,76,2.53,137,,,,,,,,,,,1,0,0,0,0
130,NSW129559,4,fullLeaf,75,5462,6.07,106,3.53,73,2.43,41,,,,,,,,,,,1,0,0,0,0
130,NSW129559,5,fullLeaf,72,3831,4.26,112,3.73,54,1.8,135,,,,,,,,,,,1,0,0,0,0
130,NSW129559,6,fullLeaf,71,11054,12.28,218,7.27,86,2.87,26,,,,,,,,,,,1,0,0,0,0
131,NSW129560,1,fullLeaf,96,24068,26.74,256,8.53,132,4.4,141,,,,,,,,,,,1,0,0,0,0
131,NSW129560,2,fullLeaf,91,15603,17.34,208,6.93,103,3.43,1,,,,,,,,,,,1,0,0,0,0
132,NSW129562,1,fullLeaf,95,3092,3.44,108,3.6,46,1.53,101,,,,,,,,,,,1,0,0,0,0
132,NSW129562,2,fullLeaf,92,3015,3.35,86,2.87,49,1.63,49,,,,,,,,,,,1,0,0,0,0
132,NSW129562,3,fullLeaf,92,4010,4.46,100,3.33,55,1.83,7,,,,,,,,,,,1,0,0,0,0
132,NSW129562,4,fullLeaf,91,5192,5.77,152,5.07,54,1.8,152,,,,,,,,,,,1,0,0,0,0
132,NSW129562,5,fullLeaf,91,4435,4.93,108,3.6,61,2.03,101,,,,,,,,,,,1,0,0,0,0
132,NSW129562,6,fullLeaf,90,3332,3.7,144,4.8,52,1.73,98,,,,,,,,,,,1,0,0,0,0
132,NSW129562,7,fullLeaf,88,4300,4.78,120,4.0,55,1.83,0,,,,,,,,,,,1,0,0,0,0
132,NSW129562,8,fullLeaf,81,3466,3.85,116,3.87,52,1.73,1,,,,,,,,,,,1,0,0,0,0
132,NSW129562,9,fullLeaf,70,4004,4.45,112,3.73,55,1.83,61,,,,,,,,,,,1,0,0,0,0
133,NSW129563,1,fullLeaf,93,9422,10.47,182,6.07,80,2.67,124,,,,,,,,,,,1,0,0,0,0
133,NSW129563,2,fullLeaf,92,9751,10.83,186,6.2,82,2.73,26,,,,,,,,,,,1,0,0,0,0
133,NSW129563,3,fullLeaf,90,8614,9.57,176,5.87,72,2.4,2,,,,,,,,,,,1,0,0,0,0
133,NSW129563,4,fullLeaf,70,8173,9.08,150,5.0,79,2.63,141,,,,,,,,,,,1,0,0,0,0
134,NSW129564,1,fullLeaf,94,13775,15.31,192,6.4,105,3.5,31,,,,,,,,,,,1,0,0,0,0
134,NSW129564,2,fullLeaf,89,11014,12.24,156,5.2,103,3.43,11,,,,,,,,,,,1,0,0,0,0
134,NSW129564,3,fullLeaf,86,9749,10.83,146,4.87,98,3.27,17,,,,,,,,,,,1,0,0,0,0
134,NSW129564,4,fullLeaf,83,9636,10.71,154,5.13,91,3.03,2,,,,,,,,,,,1,0,0,0,0
134,NSW129564,5,fullLeaf,80,14860,16.51,214,7.13,106,3.53,135,,,,,,,,,,,1,0,0,0,0
135,NSW129566,1,fullLeaf,92,3030,3.37,104,3.47,46,1.53,79,,,,,,,,,,,1,0,0,0,0
136,NSW129567,1,fullLeaf,94,3255,3.62,94,3.13,52,1.73,144,,,,,,,,,,,1,0,0,0,0
136,NSW129567,2,fullLeaf,88,7371,8.19,140,4.67,78,2.6,154,,,,,,,,,,,1,0,0,0,0
136,NSW129567,3,fullLeaf,87,4735,5.26,110,3.67,65,2.17,56,,,,,,,,,,,1,0,0,0,0
136,NSW129567,4,fullLeaf,83,7319,8.13,148,4.93,82,2.73,23,,,,,,,,,,,1,0,0,0,0
136,NSW129567,5,fullLeaf,80,3724,4.14,124,4.13,49,1.63,0,,,,,,,,,,,1,0,0,0,0
136,NSW129567,6,fullLeaf,80,5751,6.39,114,3.8,70,2.33,1,,,,,,,,,,,1,0,0,0,0
136,NSW129567,7,fullLeaf,79,4835,5.37,112,3.73,62,2.07,136,,,,,,,,,,,1,0,0,0,0
136,NSW129567,8,fullLeaf,78,3146,3.5,86,2.87,51,1.7,1,,,,,,,,,,,1,0,0,0,0
136,NSW129567,9,fullLeaf,74,2238,2.49,66,2.2,50,1.67,33,,,,,,,,,,,1,0,0,0,0
136,NSW129567,10,fullLeaf,72,2466,2.74,94,3.13,42,1.4,79,,,,,,,,,,,1,0,0,0,0
136,NSW129567,11,fullLeaf,72,3492,3.88,86,2.87,59,1.97,28,,,,,,,,,,,1,0,0,0,0
137,NSW129568,1,fullLeaf,85,4928,5.48,156,5.2,52,1.73,60,,,,,,,,,,,1,0,0,0,0
137,NSW129568,2,fullLeaf,84,17192,19.1,238,7.93,111,3.7,80,,,,,,,,,,,1,0,0,0,0
137,NSW129568,3,fullLeaf,75,8593,9.55,178,5.93,63,2.1,1,,,,,,,,,,,1,0,0,0,0
138,NSW129569,1,fullLeaf,81,11242,12.49,144,4.8,126,4.2,25,,,,,,,,,,,1,0,0,0,0
138,NSW129569,2,fullLeaf,79,18034,20.04,262,8.73,113,3.77,57,,,,,,,,,,,1,0,0,0,0
138,NSW129569,3,fullLeaf,78,13192,14.66,196,6.53,100,3.33,96,,,,,,,,,,,1,0,0,0,0
138,NSW129569,4,fullLeaf,77,4613,5.13,116,3.87,65,2.17,47,,,,,,,,,,,1,0,0,0,0
139,NSW129570,1,fullLeaf,87,3476,3.86,128,4.27,47,1.57,13,,,,,,,,,,,1,0,0,0,0
140,NSW129571,1,fullLeaf,95,8106,9.01,140,4.67,85,2.83,45,,,,,,,,,,,1,0,0,0,0
140,NSW129571,2,fullLeaf,93,4845,5.38,146,4.87,49,1.63,1,,,,,,,,,,,1,0,0,0,0
140,NSW129571,3,fullLeaf,93,5201,5.78,122,4.07,63,2.1,90,,,,,,,,,,,1,0,0,0,0
140,NSW129571,4,fullLeaf,89,4642,5.16,112,3.73,59,1.97,144,,,,,,,,,,,1,0,0,0,0
140,NSW129571,5,fullLeaf,88,5079,5.64,140,4.67,59,1.97,1,,,,,,,,,,,1,0,0,0,0
140,NSW129571,6,fullLeaf,87,7158,7.95,162,5.4,68,2.27,100,,,,,,,,,,,1,0,0,0,0
140,NSW129571,7,fullLeaf,86,6617,7.35,142,4.73,73,2.43,75,,,,,,,,,,,1,0,0,0,0
140,NSW129571,8,fullLeaf,85,8370,9.3,158,5.27,77,2.57,87,,,,,,,,,,,1,0,0,0,0
140,NSW129571,9,fullLeaf,84,9021,10.02,184,6.13,78,2.6,90,,,,,,,,,,,1,0,0,0,0
140,NSW129571,10,fullLeaf,81,6386,7.1,122,4.07,79,2.63,104,,,,,,,,,,,1,0,0,0,0
140,NSW129571,11,fullLeaf,81,3585,3.98,88,2.93,53,1.77,90,,,,,,,,,,,1,0,0,0,0
140,NSW129571,12,fullLeaf,79,6116,6.8,134,4.47,64,2.13,137,,,,,,,,,,,1,0,0,0,0
140,NSW129571,13,fullLeaf,74,3713,4.13,106,3.53,47,1.57,90,,,,,,,,,,,1,0,0,0,0
140,NSW129571,14,fullLeaf,71,5386,5.98,140,4.67,67,2.23,135,,,,,,,,,,,1,0,0,0,0
141,NSW129572,1,fullLeaf,94,5725,6.36,128,4.27,72,2.4,67,,,,,,,,,,,1,0,0,0,0
141,NSW129572,2,fullLeaf,94,5429,6.03,142,4.73,62,2.07,8,,,,,,,,,,,1,0,0,0,0
141,NSW129572,3,fullLeaf,92,4585,5.09,116,3.87,59,1.97,62,,,,,,,,,,,1,0,0,0,0
141,NSW129572,4,fullLeaf,89,2561,2.85,122,4.07,44,1.47,15,,,,,,,,,,,1,0,0,0,0
142,NSW129573,1,fullLeaf,85,3459,3.84,100,3.33,47,1.57,21,,,,,,,,,,,1,0,0,0,0
143,NSW129574,1,fullLeaf,95,13680,15.2,212,7.07,100,3.33,164,,,,,,,,,,,1,0,0,0,0
143,NSW129574,2,fullLeaf,94,15640,17.38,224,7.47,106,3.53,1,,,,,,,,,,,1,0,0,0,0
143,NSW129574,3,fullLeaf,93,8604,9.56,168,5.6,78,2.6,42,,,,,,,,,,,1,0,0,0,0
143,NSW129574,4,fullLeaf,90,6347,7.05,162,5.4,66,2.2,88,,,,,,,,,,,1,0,0,0,0
143,NSW129574,5,fullLeaf,89,5060,5.62,146,4.87,58,1.93,97,,,,,,,,,,,1,0,0,0,0
143,NSW129574,6,fullLeaf,87,7020,7.8,190,6.33,64,2.13,11,,,,,,,,,,,1,0,0,0,0
143,NSW129574,7,fullLeaf,82,5186,5.76,142,4.73,59,1.97,104,,,,,,,,,,,1,0,0,0,0
143,NSW129574,8,fullLeaf,80,5924,6.58,138,4.6,69,2.3,151,,,,,,,,,,,1,0,0,0,0
143,NSW129574,9,fullLeaf,78,8433,9.37,188,6.27,75,2.5,14,,,,,,,,,,,1,0,0,0,0
143,NSW129574,10,fullLeaf,73,10820,12.02,222,7.4,100,3.33,108,,,,,,,,,,,1,0,0,0,0
143,NSW129574,11,fullLeaf,72,9180,10.2,212,7.07,83,2.77,6,,,,,,,,,,,1,0,0,0,0
144,NSW129575,1,fullLeaf,88,18221,20.25,206,6.87,135,4.5,156,,,,,,,,,,,1,0,0,0,0
144,NSW129575,2,fullLeaf,87,9948,11.05,198,6.6,83,2.77,23,,,,,,,,,,,1,0,0,0,0
144,NSW129575,3,fullLeaf,81,15979,17.75,192,6.4,122,4.07,80,,,,,,,,,,,1,0,0,0,0
144,NSW129575,4,fullLeaf,78,11918,13.24,156,5.2,119,3.97,4,,,,,,,,,,,1,0,0,0,0
144,NSW129575,5,fullLeaf,74,11681,12.98,168,5.6,111,3.7,7,,,,,,,,,,,1,0,0,0,0
144,NSW129575,6,fullLeaf,74,10237,11.37,162,5.4,100,3.33,147,,,,,,,,,,,1,0,0,0,0
145,NSW129576,1,fullLeaf,95,3936,4.37,108,3.6,53,1.77,42,,,,,,,,,,,1,0,0,0,0
145,NSW129576,2,fullLeaf,89,9854,10.95,180,6.0,86,2.87,68,,,,,,,,,,,1,0,0,0,0
145,NSW129576,3,fullLeaf,82,6149,6.83,144,4.8,65,2.17,64,,,,,,,,,,,1,0,0,0,0
145,NSW129576,4,fullLeaf,81,7557,8.4,148,4.93,85,2.83,0,,,,,,,,,,,1,0,0,0,0
146,NSW129577,1,fullLeaf,91,10197,11.33,188,6.27,84,2.8,60,,,,,,,,,,,1,0,0,0,0
146,NSW129577,2,fullLeaf,88,2367,2.63,114,3.8,35,1.17,63,,,,,,,,,,,1,0,0,0,0
146,NSW129577,3,fullLeaf,82,8140,9.04,164,5.47,81,2.7,62,,,,,,,,,,,1,0,0,0,0
147,NSW129578,1,fullLeaf,82,15631,17.37,216,7.2,113,3.77,15,,,,,,,,,,,1,0,0,0,0
148,NSW129579,1,fullLeaf,92,15840,17.6,188,6.27,124,4.13,68,,,,,,,,,,,1,0,0,0,0
148,NSW129579,2,fullLeaf,89,4969,5.52,136,4.53,60,2.0,0,,,,,,,,,,,1,0,0,0,0
148,NSW129579,3,fullLeaf,86,6884,7.65,152,5.07,79,2.63,19,,,,,,,,,,,1,0,0,0,0
148,NSW129579,4,fullLeaf,86,3939,4.38,112,3.73,54,1.8,97,,,,,,,,,,,1,0,0,0,0
148,NSW129579,5,fullLeaf,85,4489,4.99,134,4.47,52,1.73,77,,,,,,,,,,,1,0,0,0,0
149,NSW129580,1,fullLeaf,91,9756,10.84,172,5.73,89,2.97,107,,,,,,,,,,,1,0,0,0,0
149,NSW129580,2,fullLeaf,73,4404,4.89,118,3.93,60,2.0,143,,,,,,,,,,,1,0,0,0,0
150,NSW129581,1,fullLeaf,93,7663,8.51,168,5.6,69,2.3,57,,,,,,,,,,,1,0,0,0,0
150,NSW129581,2,fullLeaf,89,4696,5.22,130,4.33,57,1.9,9,,,,,,,,,,,1,0,0,0,0
150,NSW129581,3,fullLeaf,89,8911,9.9,158,5.27,82,2.73,93,,,,,,,,,,,1,0,0,0,0
150,NSW129581,4,fullLeaf,87,8379,9.31,146,4.87,83,2.77,86,,,,,,,,,,,1,0,0,0,0
150,NSW129581,5,fullLeaf,84,5859,6.51,138,4.6,63,2.1,29,,,,,,,,,,,1,0,0,0,0
150,NSW129581,6,fullLeaf,84,8580,9.53,172,5.73,76,2.53,114,,,,,,,,,,,1,0,0,0,0
150,NSW129581,7,fullLeaf,83,5180,5.76,136,4.53,67,2.23,33,,,,,,,,,,,1,0,0,0,0
