Image Number,Image,Predication Number,Label Name,Confidence,Pixel Area Mask,cm Area Mask,Pixel Length,cm Length ,Pixel Width,cm Width ,Box Rotation Degrees,Validation Number,Pixel Area Validation,Pixel Length Validation,Pixel Width Validation,Box Rotation Degrees Validation,Pixel Area Accuracy %,Pixel Length Accuracy %,Pixel Width Accuracy %,Box Rotation Degrees Accuracy %,IOU %,Prediction,Validation,Prediction & Validation,Predication No Validation,Validation No Predication
1,NSW1001008,1,fullLeaf,92,16854,18.73,200,6.67,122,4.07,9,,,,,,,,,,,1,0,0,0,0
1,NSW1001008,2,fullLeaf,91,13399,14.89,252,8.4,89,2.97,28,,,,,,,,,,,1,0,0,0,0
1,NSW1001008,3,fullLeaf,91,30231,33.59,342,11.4,131,4.37,138,,,,,,,,,,,1,0,0,0,0
1,NSW1001008,4,fullLeaf,86,38148,42.39,414,13.8,153,5.1,64,,,,,,,,,,,1,0,0,0,0
2,NSW103074,1,fullLeaf,79,1483,1.65,76,2.53,33,1.1,79,,,,,,,,,,,1,0,0,0,0
2,NSW103074,2,fullLeaf,71,1730,1.92,78,2.6,37,1.23,108,,,,,,,,,,,1,0,0,0,0
2,NSW103074,3,fullLeaf,70,1086,1.21,58,1.93,35,1.17,59,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,1,fullLeaf,95,5124,5.69,114,3.8,66,2.2,120,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,2,fullLeaf,95,4750,5.28,122,4.07,58,1.93,129,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,3,fullLeaf,94,5259,5.84,124,4.13,66,2.2,139,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,4,fullLeaf,94,4833,5.37,116,3.87,68,2.27,63,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,5,fullLeaf,83,3189,3.54,88,2.93,52,1.73,0,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,6,fullLeaf,83,3331,3.7,96,3.2,56,1.87,25,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,7,fullLeaf,82,2570,2.86,74,2.47,49,1.63,79,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,8,fullLeaf,82,4501,5.0,128,4.27,56,1.87,0,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,9,fullLeaf,81,5857,6.51,126,4.2,70,2.33,12,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,10,fullLeaf,81,6839,7.6,136,4.53,76,2.53,52,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,11,fullLeaf,79,3161,3.51,70,2.33,58,1.93,90,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,12,fullLeaf,78,2011,2.23,68,2.27,44,1.47,0,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,13,fullLeaf,75,5223,5.8,124,4.13,66,2.2,98,,,,,,,,,,,1,0,0,0,0
3,NSW1051521,14,fullLeaf,71,2826,3.14,96,3.2,48,1.6,56,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,1,fullLeaf,96,6329,7.03,156,5.2,62,2.07,20,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,2,fullLeaf,96,14283,15.87,246,8.2,103,3.43,29,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,3,fullLeaf,95,10231,11.37,192,6.4,82,2.73,61,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,4,fullLeaf,94,9851,10.95,204,6.8,73,2.43,88,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,5,fullLeaf,90,4938,5.49,158,5.27,52,1.73,50,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,6,fullLeaf,89,7932,8.81,188,6.27,61,2.03,121,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,7,fullLeaf,87,8393,9.33,176,5.87,73,2.43,12,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,8,fullLeaf,86,5544,6.16,134,4.47,64,2.13,100,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,9,fullLeaf,84,6873,7.64,182,6.07,62,2.07,4,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,10,fullLeaf,82,9958,11.06,240,8.0,72,2.4,97,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,11,fullLeaf,77,8962,9.96,184,6.13,88,2.93,37,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,12,fullLeaf,76,10590,11.77,240,8.0,77,2.57,69,,,,,,,,,,,1,0,0,0,0
4,NSW1051522,13,fullLeaf,71,12744,14.16,236,7.87,91,3.03,75,,,,,,,,,,,1,0,0,0,0
5,NSW1051523,1,fullLeaf,97,10225,11.36,196,6.53,82,2.73,29,,,,,,,,,,,1,0,0,0,0
5,NSW1051523,2,fullLeaf,97,11897,13.22,208,6.93,94,3.13,153,,,,,,,,,,,1,0,0,0,0
5,NSW1051523,3,fullLeaf,90,2574,2.86,98,3.27,39,1.3,103,,,,,,,,,,,1,0,0,0,0
5,NSW1051523,4,fullLeaf,88,8584,9.54,174,5.8,74,2.47,117,,,,,,,,,,,1,0,0,0,0
5,NSW1051523,5,fullLeaf,88,7039,7.82,160,5.33,85,2.83,1,,,,,,,,,,,1,0,0,0,0
5,NSW1051523,6,fullLeaf,86,4099,4.55,138,4.6,45,1.5,41,,,,,,,,,,,1,0,0,0,0
5,NSW1051523,7,fullLeaf,70,3681,4.09,100,3.33,60,2.0,66,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,1,fullLeaf,96,4895,5.44,152,5.07,53,1.77,20,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,2,fullLeaf,96,7122,7.91,172,5.73,61,2.03,31,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,3,fullLeaf,95,5367,5.96,156,5.2,56,1.87,144,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,4,fullLeaf,94,6241,6.93,140,4.67,65,2.17,138,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,5,fullLeaf,94,12200,13.56,220,7.33,82,2.73,36,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,6,fullLeaf,93,7885,8.76,204,6.8,57,1.9,137,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,7,fullLeaf,89,9386,10.43,190,6.33,77,2.57,76,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,8,fullLeaf,87,9065,10.07,176,5.87,70,2.33,154,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,9,fullLeaf,86,9058,10.06,194,6.47,85,2.83,137,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,10,fullLeaf,86,14699,16.33,236,7.87,96,3.2,65,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,11,fullLeaf,86,10474,11.64,214,7.13,73,2.43,145,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,12,fullLeaf,78,2969,3.3,94,3.13,45,1.5,123,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,13,fullLeaf,75,4769,5.3,142,4.73,49,1.63,90,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,14,fullLeaf,74,8264,9.18,184,6.13,67,2.23,66,,,,,,,,,,,1,0,0,0,0
6,NSW1051804,15,fullLeaf,72,8646,9.61,160,5.33,78,2.6,133,,,,,,,,,,,1,0,0,0,0
7,NSW1051805,1,fullLeaf,97,8924,9.92,216,7.2,68,2.27,0,,,,,,,,,,,1,0,0,0,0
7,NSW1051805,2,fullLeaf,97,9651,10.72,186,6.2,76,2.53,8,,,,,,,,,,,1,0,0,0,0
7,NSW1051805,3,fullLeaf,96,10392,11.55,232,7.73,71,2.37,121,,,,,,,,,,,1,0,0,0,0
7,NSW1051805,4,fullLeaf,96,9573,10.64,224,7.47,70,2.33,0,,,,,,,,,,,1,0,0,0,0
7,NSW1051805,5,fullLeaf,93,8896,9.88,224,7.47,66,2.2,99,,,,,,,,,,,1,0,0,0,0
7,NSW1051805,6,fullLeaf,93,7379,8.2,194,6.47,67,2.23,105,,,,,,,,,,,1,0,0,0,0
7,NSW1051805,7,fullLeaf,93,11382,12.65,242,8.07,78,2.6,62,,,,,,,,,,,1,0,0,0,0
7,NSW1051805,8,fullLeaf,91,6309,7.01,162,5.4,64,2.13,13,,,,,,,,,,,1,0,0,0,0
7,NSW1051805,9,fullLeaf,90,15640,17.38,278,9.27,87,2.9,14,,,,,,,,,,,1,0,0,0,0
7,NSW1051805,10,fullLeaf,89,10965,12.18,252,8.4,72,2.4,90,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,1,fullLeaf,97,8013,8.9,198,6.6,66,2.2,9,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,2,fullLeaf,97,9764,10.85,222,7.4,72,2.4,113,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,3,fullLeaf,95,8302,9.22,226,7.53,61,2.03,22,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,4,fullLeaf,93,9847,10.94,236,7.87,68,2.27,110,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,5,fullLeaf,93,9098,10.11,230,7.67,64,2.13,68,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,6,fullLeaf,88,8529,9.48,214,7.13,66,2.2,128,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,7,fullLeaf,86,7021,7.8,168,5.6,70,2.33,111,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,8,fullLeaf,85,10867,12.07,224,7.47,76,2.53,142,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,9,fullLeaf,81,14834,16.48,290,9.67,88,2.93,73,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,10,fullLeaf,80,11145,12.38,244,8.13,75,2.5,75,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,11,fullLeaf,79,6271,6.97,220,7.33,52,1.73,7,,,,,,,,,,,1,0,0,0,0
8,NSW1051806,12,fullLeaf,79,9312,10.35,202,6.73,71,2.37,65,,,,,,,,,,,1,0,0,0,0
9,NSW126849,1,fullLeaf,96,6387,7.1,140,4.67,67,2.23,15,,,,,,,,,,,1,0,0,0,0
9,NSW126849,2,fullLeaf,95,4710,5.23,122,4.07,56,1.87,54,,,,,,,,,,,1,0,0,0,0
9,NSW126849,3,fullLeaf,92,6834,7.59,164,5.47,69,2.3,21,,,,,,,,,,,1,0,0,0,0
9,NSW126849,4,fullLeaf,92,3091,3.43,94,3.13,49,1.63,145,,,,,,,,,,,1,0,0,0,0
9,NSW126849,5,fullLeaf,91,5974,6.64,146,4.87,66,2.2,121,,,,,,,,,,,1,0,0,0,0
9,NSW126849,6,fullLeaf,89,5010,5.57,126,4.2,60,2.0,1,,,,,,,,,,,1,0,0,0,0
9,NSW126849,7,fullLeaf,89,4872,5.41,116,3.87,60,2.0,87,,,,,,,,,,,1,0,0,0,0
9,NSW126849,8,fullLeaf,89,5447,6.05,130,4.33,60,2.0,152,,,,,,,,,,,1,0,0,0,0
9,NSW126849,9,fullLeaf,88,4056,4.51,108,3.6,52,1.73,1,,,,,,,,,,,1,0,0,0,0
9,NSW126849,10,fullLeaf,86,6153,6.84,150,5.0,69,2.3,70,,,,,,,,,,,1,0,0,0,0
9,NSW126849,11,fullLeaf,85,5587,6.21,130,4.33,61,2.03,152,,,,,,,,,,,1,0,0,0,0
9,NSW126849,12,fullLeaf,70,4587,5.1,112,3.73,60,2.0,0,,,,,,,,,,,1,0,0,0,0
11,NSW129322,1,fullLeaf,95,12921,14.36,220,7.33,89,2.97,156,,,,,,,,,,,1,0,0,0,0
11,NSW129322,2,fullLeaf,93,11434,12.7,196,6.53,94,3.13,7,,,,,,,,,,,1,0,0,0,0
11,NSW129322,3,fullLeaf,91,11304,12.56,204,6.8,92,3.07,30,,,,,,,,,,,1,0,0,0,0
11,NSW129322,4,fullLeaf,91,17636,19.6,224,7.47,118,3.93,47,,,,,,,,,,,1,0,0,0,0
11,NSW129322,5,fullLeaf,91,6530,7.26,176,5.87,60,2.0,83,,,,,,,,,,,1,0,0,0,0
11,NSW129322,6,fullLeaf,90,7121,7.91,164,5.47,70,2.33,17,,,,,,,,,,,1,0,0,0,0
12,NSW129323,1,fullLeaf,97,12187,13.54,204,6.8,87,2.9,5,,,,,,,,,,,1,0,0,0,0
12,NSW129323,2,fullLeaf,94,19408,21.56,228,7.6,135,4.5,127,,,,,,,,,,,1,0,0,0,0
12,NSW129323,3,fullLeaf,94,23756,26.4,270,9.0,124,4.13,110,,,,,,,,,,,1,0,0,0,0
12,NSW129323,4,fullLeaf,78,18035,20.04,260,8.67,113,3.77,90,,,,,,,,,,,1,0,0,0,0
12,NSW129323,5,fullLeaf,77,20361,22.62,226,7.53,129,4.3,28,,,,,,,,,,,1,0,0,0,0
12,NSW129323,6,fullLeaf,74,15640,17.38,222,7.4,106,3.53,4,,,,,,,,,,,1,0,0,0,0
13,NSW129324,1,fullLeaf,95,7200,8.0,140,4.67,76,2.53,45,,,,,,,,,,,1,0,0,0,0
13,NSW129324,2,fullLeaf,91,8269,9.19,150,5.0,81,2.7,11,,,,,,,,,,,1,0,0,0,0
13,NSW129324,3,fullLeaf,91,8289,9.21,156,5.2,80,2.67,0,,,,,,,,,,,1,0,0,0,0
13,NSW129324,4,fullLeaf,90,7111,7.9,136,4.53,73,2.43,4,,,,,,,,,,,1,0,0,0,0
13,NSW129324,5,fullLeaf,90,7103,7.89,128,4.27,80,2.67,109,,,,,,,,,,,1,0,0,0,0
13,NSW129324,6,fullLeaf,89,7787,8.65,140,4.67,78,2.6,0,,,,,,,,,,,1,0,0,0,0
13,NSW129324,7,fullLeaf,86,4595,5.11,92,3.07,69,2.3,141,,,,,,,,,,,1,0,0,0,0
13,NSW129324,8,fullLeaf,83,4900,5.44,146,4.87,55,1.83,38,,,,,,,,,,,1,0,0,0,0
13,NSW129324,9,fullLeaf,82,6516,7.24,168,5.6,65,2.17,144,,,,,,,,,,,1,0,0,0,0
13,NSW129324,10,fullLeaf,81,10374,11.53,156,5.2,97,3.23,151,,,,,,,,,,,1,0,0,0,0
13,NSW129324,11,fullLeaf,81,5785,6.43,132,4.4,66,2.2,96,,,,,,,,,,,1,0,0,0,0
13,NSW129324,12,fullLeaf,76,5318,5.91,142,4.73,62,2.07,9,,,,,,,,,,,1,0,0,0,0
13,NSW129324,13,fullLeaf,76,9833,10.93,168,5.6,86,2.87,150,,,,,,,,,,,1,0,0,0,0
14,NSW129325,1,fullLeaf,96,16823,18.69,204,6.8,118,3.93,10,,,,,,,,,,,1,0,0,0,0
14,NSW129325,2,fullLeaf,87,8786,9.76,162,5.4,81,2.7,127,,,,,,,,,,,1,0,0,0,0
14,NSW129325,3,fullLeaf,87,13296,14.77,200,6.67,96,3.2,90,,,,,,,,,,,1,0,0,0,0
14,NSW129325,4,fullLeaf,84,8589,9.54,154,5.13,82,2.73,48,,,,,,,,,,,1,0,0,0,0
14,NSW129325,5,fullLeaf,80,19783,21.98,232,7.73,119,3.97,147,,,,,,,,,,,1,0,0,0,0
14,NSW129325,6,fullLeaf,71,7181,7.98,138,4.6,76,2.53,94,,,,,,,,,,,1,0,0,0,0
15,NSW129326,1,fullLeaf,86,5990,6.66,134,4.47,68,2.27,18,,,,,,,,,,,1,0,0,0,0
15,NSW129326,2,fullLeaf,82,12848,14.28,192,6.4,98,3.27,140,,,,,,,,,,,1,0,0,0,0
15,NSW129326,3,fullLeaf,78,5654,6.28,120,4.0,69,2.3,0,,,,,,,,,,,1,0,0,0,0
15,NSW129326,4,fullLeaf,77,4738,5.26,106,3.53,60,2.0,143,,,,,,,,,,,1,0,0,0,0
15,NSW129326,5,fullLeaf,75,17667,19.63,248,8.27,107,3.57,161,,,,,,,,,,,1,0,0,0,0
15,NSW129326,6,fullLeaf,72,9701,10.78,196,6.53,72,2.4,0,,,,,,,,,,,1,0,0,0,0
15,NSW129326,7,fullLeaf,72,16619,18.47,212,7.07,129,4.3,150,,,,,,,,,,,1,0,0,0,0
15,NSW129326,8,fullLeaf,70,12053,13.39,194,6.47,96,3.2,21,,,,,,,,,,,1,0,0,0,0
16,NSW129327,1,fullLeaf,96,7217,8.02,166,5.53,62,2.07,0,,,,,,,,,,,1,0,0,0,0
16,NSW129327,2,fullLeaf,94,8246,9.16,210,7.0,63,2.1,159,,,,,,,,,,,1,0,0,0,0
16,NSW129327,3,fullLeaf,94,4986,5.54,156,5.2,48,1.6,1,,,,,,,,,,,1,0,0,0,0
16,NSW129327,4,fullLeaf,94,6126,6.81,160,5.33,64,2.13,11,,,,,,,,,,,1,0,0,0,0
16,NSW129327,5,fullLeaf,93,4802,5.34,148,4.93,53,1.77,0,,,,,,,,,,,1,0,0,0,0
16,NSW129327,6,fullLeaf,92,6060,6.73,154,5.13,57,1.9,95,,,,,,,,,,,1,0,0,0,0
16,NSW129327,7,fullLeaf,88,11442,12.71,198,6.6,87,2.9,145,,,,,,,,,,,1,0,0,0,0
16,NSW129327,8,fullLeaf,88,18667,20.74,230,7.67,141,4.7,74,,,,,,,,,,,1,0,0,0,0
16,NSW129327,9,fullLeaf,88,3986,4.43,120,4.0,51,1.7,76,,,,,,,,,,,1,0,0,0,0
16,NSW129327,10,fullLeaf,87,5464,6.07,150,5.0,59,1.97,0,,,,,,,,,,,1,0,0,0,0
16,NSW129327,11,fullLeaf,85,5856,6.51,160,5.33,52,1.73,7,,,,,,,,,,,1,0,0,0,0
16,NSW129327,12,fullLeaf,85,7511,8.35,190,6.33,63,2.1,109,,,,,,,,,,,1,0,0,0,0
16,NSW129327,13,fullLeaf,84,8400,9.33,174,5.8,70,2.33,121,,,,,,,,,,,1,0,0,0,0
16,NSW129327,14,fullLeaf,82,5308,5.9,124,4.13,77,2.57,0,,,,,,,,,,,1,0,0,0,0
16,NSW129327,15,fullLeaf,81,5129,5.7,152,5.07,54,1.8,34,,,,,,,,,,,1,0,0,0,0
16,NSW129327,16,fullLeaf,78,9248,10.28,196,6.53,80,2.67,151,,,,,,,,,,,1,0,0,0,0
16,NSW129327,17,fullLeaf,74,6542,7.27,146,4.87,63,2.1,54,,,,,,,,,,,1,0,0,0,0
17,NSW129328,1,fullLeaf,94,8937,9.93,206,6.87,69,2.3,29,,,,,,,,,,,1,0,0,0,0
17,NSW129328,2,fullLeaf,94,11156,12.4,226,7.53,78,2.6,153,,,,,,,,,,,1,0,0,0,0
17,NSW129328,3,fullLeaf,92,6439,7.15,202,6.73,58,1.93,106,,,,,,,,,,,1,0,0,0,0
17,NSW129328,4,fullLeaf,90,6993,7.77,198,6.6,52,1.73,160,,,,,,,,,,,1,0,0,0,0
17,NSW129328,5,fullLeaf,89,8230,9.14,206,6.87,69,2.3,137,,,,,,,,,,,1,0,0,0,0
17,NSW129328,6,fullLeaf,87,7410,8.23,182,6.07,66,2.2,123,,,,,,,,,,,1,0,0,0,0
17,NSW129328,7,fullLeaf,87,7299,8.11,172,5.73,68,2.27,152,,,,,,,,,,,1,0,0,0,0
17,NSW129328,8,fullLeaf,87,8492,9.44,180,6.0,75,2.5,74,,,,,,,,,,,1,0,0,0,0
17,NSW129328,9,fullLeaf,85,7497,8.33,164,5.47,72,2.4,106,,,,,,,,,,,1,0,0,0,0
17,NSW129328,10,fullLeaf,83,6602,7.34,154,5.13,63,2.1,69,,,,,,,,,,,1,0,0,0,0
17,NSW129328,11,fullLeaf,81,8578,9.53,212,7.07,65,2.17,25,,,,,,,,,,,1,0,0,0,0
17,NSW129328,12,fullLeaf,80,3092,3.44,90,3.0,52,1.73,6,,,,,,,,,,,1,0,0,0,0
17,NSW129328,13,fullLeaf,79,4269,4.74,128,4.27,51,1.7,76,,,,,,,,,,,1,0,0,0,0
17,NSW129328,14,fullLeaf,78,11855,13.17,246,8.2,109,3.63,130,,,,,,,,,,,1,0,0,0,0
17,NSW129328,15,fullLeaf,76,7852,8.72,178,5.93,66,2.2,0,,,,,,,,,,,1,0,0,0,0
18,NSW129329,1,fullLeaf,96,12260,13.62,242,8.07,82,2.73,5,,,,,,,,,,,1,0,0,0,0
18,NSW129329,2,fullLeaf,94,11276,12.53,230,7.67,81,2.7,1,,,,,,,,,,,1,0,0,0,0
18,NSW129329,3,fullLeaf,94,18431,20.48,278,9.27,104,3.47,65,,,,,,,,,,,1,0,0,0,0
18,NSW129329,4,fullLeaf,94,10334,11.48,250,8.33,71,2.37,0,,,,,,,,,,,1,0,0,0,0
18,NSW129329,5,fullLeaf,92,10968,12.19,240,8.0,75,2.5,0,,,,,,,,,,,1,0,0,0,0
18,NSW129329,6,fullLeaf,89,5973,6.64,182,6.07,56,1.87,1,,,,,,,,,,,1,0,0,0,0
18,NSW129329,7,fullLeaf,88,12321,13.69,210,7.0,101,3.37,80,,,,,,,,,,,1,0,0,0,0
18,NSW129329,8,fullLeaf,86,5362,5.96,170,5.67,62,2.07,9,,,,,,,,,,,1,0,0,0,0
18,NSW129329,9,fullLeaf,83,8229,9.14,192,6.4,72,2.4,152,,,,,,,,,,,1,0,0,0,0
18,NSW129329,10,fullLeaf,80,8002,8.89,204,6.8,68,2.27,121,,,,,,,,,,,1,0,0,0,0
19,NSW129330,1,fullLeaf,98,8230,9.14,188,6.27,67,2.23,16,,,,,,,,,,,1,0,0,0,0
19,NSW129330,2,fullLeaf,94,4718,5.24,150,5.0,55,1.83,158,,,,,,,,,,,1,0,0,0,0
19,NSW129330,3,fullLeaf,93,4540,5.04,148,4.93,46,1.53,151,,,,,,,,,,,1,0,0,0,0
19,NSW129330,4,fullLeaf,91,3808,4.23,140,4.67,48,1.6,158,,,,,,,,,,,1,0,0,0,0
19,NSW129330,5,fullLeaf,90,8021,8.91,176,5.87,73,2.43,136,,,,,,,,,,,1,0,0,0,0
19,NSW129330,6,fullLeaf,90,7390,8.21,176,5.87,71,2.37,84,,,,,,,,,,,1,0,0,0,0
19,NSW129330,7,fullLeaf,88,4547,5.05,152,5.07,49,1.63,106,,,,,,,,,,,1,0,0,0,0
19,NSW129330,8,fullLeaf,88,5469,6.08,166,5.53,53,1.77,90,,,,,,,,,,,1,0,0,0,0
19,NSW129330,9,fullLeaf,85,3800,4.22,126,4.2,46,1.53,0,,,,,,,,,,,1,0,0,0,0
20,NSW129331,1,fullLeaf,96,4295,4.77,142,4.73,47,1.57,0,,,,,,,,,,,1,0,0,0,0
20,NSW129331,2,fullLeaf,95,5851,6.5,164,5.47,53,1.77,54,,,,,,,,,,,1,0,0,0,0
20,NSW129331,3,fullLeaf,90,4907,5.45,150,5.0,52,1.73,62,,,,,,,,,,,1,0,0,0,0
20,NSW129331,4,fullLeaf,90,4297,4.77,132,4.4,45,1.5,4,,,,,,,,,,,1,0,0,0,0
20,NSW129331,5,fullLeaf,90,5911,6.57,162,5.4,58,1.93,158,,,,,,,,,,,1,0,0,0,0
20,NSW129331,6,fullLeaf,88,3146,3.5,140,4.67,39,1.3,11,,,,,,,,,,,1,0,0,0,0
20,NSW129331,7,fullLeaf,88,3053,3.39,126,4.2,42,1.4,0,,,,,,,,,,,1,0,0,0,0
20,NSW129331,8,fullLeaf,86,3145,3.49,104,3.47,44,1.47,52,,,,,,,,,,,1,0,0,0,0
20,NSW129331,9,fullLeaf,84,3352,3.72,114,3.8,45,1.5,137,,,,,,,,,,,1,0,0,0,0
20,NSW129331,10,fullLeaf,75,5145,5.72,146,4.87,56,1.87,158,,,,,,,,,,,1,0,0,0,0
21,NSW129332,1,fullLeaf,97,6398,7.11,202,6.73,55,1.83,163,,,,,,,,,,,1,0,0,0,0
21,NSW129332,2,fullLeaf,94,4398,4.89,132,4.4,49,1.63,59,,,,,,,,,,,1,0,0,0,0
21,NSW129332,3,fullLeaf,93,3039,3.38,98,3.27,45,1.5,0,,,,,,,,,,,1,0,0,0,0
21,NSW129332,4,fullLeaf,91,4797,5.33,166,5.53,48,1.6,114,,,,,,,,,,,1,0,0,0,0
21,NSW129332,5,fullLeaf,87,3662,4.07,138,4.6,44,1.47,64,,,,,,,,,,,1,0,0,0,0
21,NSW129332,6,fullLeaf,82,4586,5.1,156,5.2,47,1.57,0,,,,,,,,,,,1,0,0,0,0
21,NSW129332,7,fullLeaf,78,4221,4.69,134,4.47,48,1.6,54,,,,,,,,,,,1,0,0,0,0
21,NSW129332,8,fullLeaf,73,3714,4.13,136,4.53,44,1.47,23,,,,,,,,,,,1,0,0,0,0
22,NSW129334,1,fullLeaf,95,6242,6.94,166,5.53,60,2.0,134,,,,,,,,,,,1,0,0,0,0
22,NSW129334,2,fullLeaf,95,4699,5.22,150,5.0,51,1.7,109,,,,,,,,,,,1,0,0,0,0
22,NSW129334,3,fullLeaf,93,6362,7.07,172,5.73,59,1.97,61,,,,,,,,,,,1,0,0,0,0
22,NSW129334,4,fullLeaf,93,8063,8.96,180,6.0,80,2.67,135,,,,,,,,,,,1,0,0,0,0
22,NSW129334,5,fullLeaf,92,8645,9.61,196,6.53,72,2.4,162,,,,,,,,,,,1,0,0,0,0
22,NSW129334,6,fullLeaf,92,3136,3.48,118,3.93,43,1.43,137,,,,,,,,,,,1,0,0,0,0
22,NSW129334,7,fullLeaf,92,3377,3.75,122,4.07,46,1.53,20,,,,,,,,,,,1,0,0,0,0
22,NSW129334,8,fullLeaf,92,4278,4.75,160,5.33,40,1.33,4,,,,,,,,,,,1,0,0,0,0
22,NSW129334,9,fullLeaf,92,6012,6.68,166,5.53,57,1.9,66,,,,,,,,,,,1,0,0,0,0
22,NSW129334,10,fullLeaf,90,5056,5.62,172,5.73,48,1.6,11,,,,,,,,,,,1,0,0,0,0
22,NSW129334,11,fullLeaf,87,4619,5.13,156,5.2,48,1.6,128,,,,,,,,,,,1,0,0,0,0
22,NSW129334,12,fullLeaf,81,6590,7.32,188,6.27,58,1.93,36,,,,,,,,,,,1,0,0,0,0
22,NSW129334,13,fullLeaf,80,4279,4.75,120,4.0,50,1.67,1,,,,,,,,,,,1,0,0,0,0
22,NSW129334,14,fullLeaf,79,3543,3.94,140,4.67,43,1.43,7,,,,,,,,,,,1,0,0,0,0
22,NSW129334,15,fullLeaf,79,5433,6.04,152,5.07,56,1.87,148,,,,,,,,,,,1,0,0,0,0
23,NSW129336,1,fullLeaf,93,14465,16.07,224,7.47,88,2.93,3,,,,,,,,,,,1,0,0,0,0
23,NSW129336,2,fullLeaf,91,7387,8.21,148,4.93,75,2.5,83,,,,,,,,,,,1,0,0,0,0
23,NSW129336,3,fullLeaf,89,11737,13.04,224,7.47,78,2.6,120,,,,,,,,,,,1,0,0,0,0
23,NSW129336,4,fullLeaf,89,5865,6.52,138,4.6,62,2.07,63,,,,,,,,,,,1,0,0,0,0
23,NSW129336,5,fullLeaf,88,7209,8.01,174,5.8,68,2.27,69,,,,,,,,,,,1,0,0,0,0
23,NSW129336,6,fullLeaf,86,10464,11.63,220,7.33,85,2.83,151,,,,,,,,,,,1,0,0,0,0
23,NSW129336,7,fullLeaf,84,7111,7.9,218,7.27,56,1.87,5,,,,,,,,,,,1,0,0,0,0
23,NSW129336,8,fullLeaf,80,16606,18.45,254,8.47,99,3.3,54,,,,,,,,,,,1,0,0,0,0
23,NSW129336,9,fullLeaf,79,5165,5.74,134,4.47,56,1.87,35,,,,,,,,,,,1,0,0,0,0
23,NSW129336,10,fullLeaf,70,10552,11.72,186,6.2,88,2.93,117,,,,,,,,,,,1,0,0,0,0
24,NSW129337,1,fullLeaf,94,4447,4.94,130,4.33,48,1.6,5,,,,,,,,,,,1,0,0,0,0
25,NSW129338,1,fullLeaf,94,4040,4.49,134,4.47,50,1.67,98,,,,,,,,,,,1,0,0,0,0
25,NSW129338,2,fullLeaf,93,3926,4.36,114,3.8,52,1.73,136,,,,,,,,,,,1,0,0,0,0
25,NSW129338,3,fullLeaf,87,5740,6.38,150,5.0,58,1.93,0,,,,,,,,,,,1,0,0,0,0
25,NSW129338,4,fullLeaf,87,4771,5.3,158,5.27,45,1.5,8,,,,,,,,,,,1,0,0,0,0
